word_key,syllables,phoneme_hint,grapheme_notes,stress_pattern,has_schwa,morphemes,morphology_notes,irregularity_notes,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status
attention_en_gb,3,/ɐtˈɛnʃən/,,unstressed-primary-unstressed,TRUE,attention: root:attend + suffix:ion,"MorphoLex-en exact evidence: [attention; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(attend)}>ion>] Selection note: Exact MorphoLex row used.",final tion,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
author_en_gb,2,/ˈɔːθɐ/,,primary-unstressed,TRUE,author: root:author,"MorphoLex-en exact evidence: [author; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(author)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
auto_en_gb,2,/ˈɔːtəʊ/,,primary-unstressed,TRUE,auto: root:auto,"MorphoLex-en exact evidence: [auto; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(auto)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
automatic_en_gb,4,/ˌɔːtəmˈætɪk/,,secondary-unstressed-primary-unstressed,TRUE,automatic: root:automatic,"MorphoLex-en exact evidence: [automatic; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(automatic)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
away_en_gb,2,/ɐwˈeɪ/,,unstressed-primary,TRUE,away: root:away,"MorphoLex-en exact evidence: [away; POS=RB|minor; Nmorph=1; PRS=0,1,0; segmentation={(away)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
babies_en_gb,2,/bˈeɪbɪz/,,primary-unstressed,FALSE,babies: root:baby,"MorphoLex-en exact evidence: [babies; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(baby)}] Selection note: Exact MorphoLex row used.",plural ies,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
baby_en_gb,2,/bˈeɪbi/,,primary-unstressed,FALSE,baby: root:baby,"MorphoLex-en exact evidence: [baby; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(baby)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
back_en_gb,1,/bˈæk/,,primary,FALSE,back: root:back,"MorphoLex-en exact evidence: [back; POS=RB|JJ|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(back)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
bad_en_gb,1,/bˈæd/,,primary,FALSE,bad: root:bad,"MorphoLex-en exact evidence: [bad; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(bad)}] Selection note: Exact MorphoLex row used.",regular,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
worse_en_gb,1,/wˈɜːs/,,primary,FALSE,worse: root:worse,"Irregular comparison: bad does not become badder in standard use; the comparative form is worse. | MorphoLex-en exact evidence: [worse; POS=JJ|RB|NN; Nmorph=1; PRS=0,1,0; segmentation={(worse)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
worst_en_gb,1,/wˈɜːst/,,primary,FALSE,worst: root:worst,"Irregular comparison: bad does not become baddest in standard use; the superlative form is worst. | MorphoLex-en exact evidence: [worst; POS=JJ|RB|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(worst)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
badge_en_gb,1,/bˈædʒ/,,primary,FALSE,badge: root:badge,"MorphoLex-en exact evidence: [badge; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(badge)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
bake_en_gb,1,/bˈeɪk/,,primary,FALSE,bake: root:bake,"MorphoLex-en exact evidence: [bake; POS=VB|JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(bake)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
baked_en_gb,1,/bˈeɪkt/,,primary,FALSE,baked: root:bake,"MorphoLex-en exact evidence: [baked; POS=JJ|VB; Nmorph=1; PRS=0,1,0; segmentation={(bake)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
bank_en_gb,1,/bˈæŋk/,,primary,FALSE,bank: root:bank,"MorphoLex-en exact evidence: [bank; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bank)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
basic_en_gb,2,/bˈeɪsɪk/,,primary-unstressed,FALSE,basic: root:base + suffix:ic,"MorphoLex-en exact evidence: [basic; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(base)}>ic>] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
basket_en_gb,2,/bˈɑːskɪt/,,primary-unstressed,FALSE,basket: root:basket,"MorphoLex-en exact evidence: [basket; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(basket)}] Selection note: Exact MorphoLex row used.",,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
bat_en_gb,1,/bˈæt/,,primary,FALSE,bat: root:bat,"MorphoLex-en exact evidence: [bat; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bat)}] Selection note: Exact MorphoLex row used.",regular,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
bath_en_gb,1,/bˈɑːθ/,,primary,FALSE,bath: root:bath,"MorphoLex-en exact evidence: [bath; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(bath)}] Selection note: Exact MorphoLex row used.",regular,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,"MorphoLex-en morphology segmentation and variables. Project legal/importability review passed for this candidate metadata use; no import performed by this pass. Citation: Sanchez-Gutierrez, Mailhot, Deacon et al. (2017), doi:10.3758/s13428-017-0981-8. Pronunciation values remain as previously populated and audited.",medium,approved_for_first_exposure
