schema_version,review_packet_id,primary_decisions_visible,inventory_fingerprint,case_id,family,source_text,focus_surface,start_utf16,end_utf16,span_validated,source_reference,authored_by,source_authorship,identifier_generation,review_classification,review_intended_alternative,review_supported_construction,review_declared_construction,review_declared_subtype,review_protected_set_tags_json,non_gold_review_id,non_gold_reviewer,non_gold_review_timestamp_utc,review_notes
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,e014f0cd09b6d582626036cf890ab6e6b3c8e1c009ebb18182f3a982656da880,v3-there-their-theyre-0008-there-their-theyre-01,THERE_THEIR_THEYRE,The group crossed the art room slowly. Mia waited there near the piano while everyone else found a seat.,there,50,55,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=9,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0008-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,0cb877c772c7d3609bf103fbd5fbc5f13687cdf1c9cbb16f4974044b82deb8a4,v3-there-their-theyre-0009-there-their-theyre-01,THERE_THEIR_THEYRE,"Poppy could see the music book from the doorway. It was still there beside the teacher's desk, even though the room had been rearranged.",there,62,67,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=10,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0009-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,6a19d3d73cfeb9847f6d7a60317f8bc21448daedd25a7da36bc4a05c6746d345,v3-there-their-theyre-0010-there-their-theyre-01,THERE_THEIR_THEYRE,"If you need the reading journal, it is over there next to the garden gate; Amelia saw it a moment ago. The next activity started as soon as everyone was ready.",there,44,49,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=11,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0010-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,ad315f55e9ebee9c28057ce9aec441ac095173f0967b8b5b532aad8962edfc4b,v3-there-their-theyre-0011-there-their-theyre-01,THERE_THEIR_THEYRE,"When the bell rang, the children placed the recipe book there by the trophy cabinet, then returned to their tables. The next activity started as soon as everyone was ready.",there,56,61,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=12,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0011-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,ce6e4bd0e2ff06fef0d3249971aae407c04b2bd3c8feb2d3bbefe454be9d4497,v3-there-their-theyre-0011-there-their-theyre-02,THERE_THEIR_THEYRE,"When the bell rang, the children placed the recipe book there by the trophy cabinet, then returned to their tables. The next activity started as soon as everyone was ready.",their,102,107,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=12,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0011-there-their-theyre-02,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,ee4d76f5a43acd582865c1fd6296af3ae3c208f20c0bc0e6a182d3211aab1b4f,v3-there-their-theyre-0012-there-their-theyre-01,THERE_THEIR_THEYRE,"If you need the camera, it is over there next to the coat rack; Mia saw it a moment ago. The adults did not interfere because the children were managing it themselves.",there,35,40,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=13,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0012-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,ba3c756cec16799c79961e3d21e9220133a3eedcdbac42a7622dffaece1db316,v3-there-their-theyre-0013-there-their-theyre-01,THERE_THEIR_THEYRE,"Millie could see the umbrella from the doorway. It was still there beside the cupboard, even though the room had been rearranged.",there,61,66,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=14,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0013-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,e2d1c6f55d46fd6059169fff0c479884eac428d285f8bb3bd4b78d9bcbc4aac3,v3-there-their-theyre-0014-there-their-theyre-01,THERE_THEIR_THEYRE,"If you need the pencil case, it is over there next to the bookshelf; Thomas saw it a moment ago. By home time, everything had been put back in order.",there,40,45,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=15,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0014-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,215d1a9aaf826795619b5f18a5137c56c0f5cbeb49fa81b67a9073e4547fd23f,v3-there-their-theyre-0015-there-their-theyre-01,THERE_THEIR_THEYRE,"If you need the pencil case, it is over there next to the stage; Leo saw it a moment ago. A few minutes later, the group moved on to the next activity.",there,40,45,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=16,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0015-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,7b28c9aa9d3d3e7abb480c0cbb9b88826b163e81af3ab3f5883ca20d72e80885,v3-there-their-theyre-0016-there-their-theyre-01,THERE_THEIR_THEYRE,"We searched the library for several minutes, but the music book had been sitting there behind the stage all along. A few minutes later, the group moved on to the next activity.",there,81,86,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=17,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0016-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,1d0ebbb4c4bd89dee3ddf8782b5e2f96b78be5d22614e5d4a59fbc82ba4e6a58,v3-there-their-theyre-0017-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the rain had started, Leo left the lunch box there beside the whiteboard, and the group carried on without it. The teacher checked again before everyone left.",there,53,58,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=18,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0017-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,03763aef2c7b656f1bdece1d965fc441bc9488f8622a31a765d8d0b4962e5552,v3-there-their-theyre-0018-there-their-theyre-01,THERE_THEIR_THEYRE,"Although the playground was crowded, the spare football remained there near the whiteboard. Later, they laughed about how easy it had been to miss.",there,65,70,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=19,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0018-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,03d486d3b8eeffa5b37aed5f891ae0c3aeb83c10e27e159cee8aea860cda4d0e,v3-there-their-theyre-0019-there-their-theyre-01,THERE_THEIR_THEYRE,"We searched the corridor for several minutes, but the paintbrush had been sitting there behind the bookshelf all along. Nobody noticed until the room had almost emptied.",there,82,87,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=20,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0019-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,04f2d489e7ccd22934b73b66085e93fbf761a36a9bb6179285d2b2be767fb430,v3-there-their-theyre-0020-there-their-theyre-01,THERE_THEIR_THEYRE,"After the lesson ended, the children placed the sketch pad there by the bench, then returned to their tables. That detail mattered when they tidied the room at the end.",there,59,64,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=21,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0020-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,adba568563c5ec8e38c9aeec64c33ce50a30904fee84259e6067aebef2daf8c1,v3-there-their-theyre-0020-there-their-theyre-02,THERE_THEIR_THEYRE,"After the lesson ended, the children placed the sketch pad there by the bench, then returned to their tables. That detail mattered when they tidied the room at the end.",their,96,101,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=21,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0020-there-their-theyre-02,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,ab826492887872ae2d5afa1ed5e8d09ead749edecfae0aa8c48bcd6619159db7,v3-there-their-theyre-0021-there-their-theyre-01,THERE_THEIR_THEYRE,"Although everyone was tired, the children placed the map there by the bench, then returned to their tables. The teacher checked again before everyone left.",there,57,62,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=22,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0021-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,0f57c65b1f9b190e78a74ba13a0c8cdaaa36967907e1f7b4430d6632d44e78d6,v3-there-their-theyre-0021-there-their-theyre-02,THERE_THEIR_THEYRE,"Although everyone was tired, the children placed the map there by the bench, then returned to their tables. The teacher checked again before everyone left.",their,94,99,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=22,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0021-there-their-theyre-02,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,46135c6db56fc9cd10eb7142c025211a64a1a74e752f6e13aace893fd89ddd6b,v3-there-their-theyre-0022-there-their-theyre-01,THERE_THEIR_THEYRE,"Although the kitchen was crowded, the spare notebook remained there near the storage box. That detail mattered when they tidied the room at the end.",there,62,67,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=23,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0022-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,0d00d7c911b9437746ac7a3d7c130f4927ae8075d4fee1587e377437b9ccd541,v3-there-their-theyre-0023-there-their-theyre-01,THERE_THEIR_THEYRE,"If you need the reading journal, it is over there next to the storage box; Charlie saw it a moment ago. Later, they laughed about how easy it had been to miss.",there,44,49,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=24,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0023-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,2603e05ed3bf64fc8c322acb52840b283291922f211a725d04a43bc5122b9817,v3-there-their-theyre-0024-there-their-theyre-01,THERE_THEIR_THEYRE,"Isla could see the umbrella from the doorway. It was still there beside the radiator, even though the room had been rearranged.",there,59,64,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=25,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0024-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,8414e9cc652b41df9ef0261667c910ade2bcc64044444e18338213f1c90ced70,v3-there-their-theyre-0025-there-their-theyre-01,THERE_THEIR_THEYRE,The group crossed the library slowly. Theo waited there near the piano while everyone else found a seat.,there,50,55,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=26,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0025-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,c54d83682128168f85b80473eb1d4164eae7e1cb7b19fc7d16797657e13c2b8a,v3-there-their-theyre-0026-there-their-theyre-01,THERE_THEIR_THEYRE,"While the others packed away, Oscar left the paintbrush there beside the window, and the group carried on without it. By home time, everything had been put back in order.",there,56,61,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=27,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0026-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,70c1091528f55ac64cd814d75e416d8d6d0d00673862302992f55a2d8b09a677,v3-there-their-theyre-0027-there-their-theyre-01,THERE_THEIR_THEYRE,The group crossed the sports hall slowly. James waited there near the noticeboard while everyone else found a seat.,there,55,60,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=28,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0027-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,f99eee2d2a5058450d1e439004f2210b8ac5a521d06dae97316684f0c3c57e9c,v3-there-their-theyre-0028-there-their-theyre-01,THERE_THEIR_THEYRE,"When the bell rang, the children placed the football there by the noticeboard, then returned to their tables. The class carried on without any further delay.",there,53,58,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=29,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0028-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,863cbeb3d7209dd73adbfe7883d3ca093db6acdc79bfa2b06cc9bf69b396d35d,v3-there-their-theyre-0028-there-their-theyre-02,THERE_THEIR_THEYRE,"When the bell rang, the children placed the football there by the noticeboard, then returned to their tables. The class carried on without any further delay.",their,96,101,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=29,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0028-there-their-theyre-02,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,5159735fabfb823a1aeeb8f7b3e02e96851aa387dab3c5980c451d7fdbf4073e,v3-there-their-theyre-0029-there-their-theyre-01,THERE_THEIR_THEYRE,"Millie pointed across the garden. The missing tennis racket was there under the storage box, exactly where it had been left.",there,64,69,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=30,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,locative,adverbial_locative,[],non-gold-v3-there-their-theyre-0029-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
