original_row_number,word_key,micro_skill_key,support_role,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,review_notes,removal_reason
449,bed_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_E,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
451,pen_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_E,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
455,ten_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_E,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
464,sit_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_I,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
466,pin_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_I,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
470,lip_en_gb,D4_PG_CVC_SHORT_VOWELS_SHORT_I,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
579,day_en_gb,D4_PG_LONG_AI_FINAL_AY,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
581,play_en_gb,D4_PG_LONG_AI_FINAL_AY,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
585,stay_en_gb,D4_PG_LONG_AI_FINAL_AY,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
595,rain_en_gb,D4_PG_LONG_AI_MEDIAL_AI,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
597,train_en_gb,D4_PG_LONG_AI_MEDIAL_AI,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
601,snail_en_gb,D4_PG_LONG_AI_MEDIAL_AI,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
677,boat_en_gb,D4_PG_LONG_OA_OA,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
679,coat_en_gb,D4_PG_LONG_OA_OA,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
683,toast_en_gb,D4_PG_LONG_OA_OA,support_example,internal_reviewed_seed,Domain 4 seed expansion artifact,docs/implementation/seed-data/domain4-seed-expansion/micro-skills.json,,"Repo-owned D4 seed artifact for existing micro-skill keys, starter word banks, and seed teaching points; candidate metadata only.",medium,in_review,Converted from canonical_word_micro_skills.csv during Teaching Dictionary simplification; anchor/ordered roles collapsed to support_example.,Exact duplicate word_key + micro_skill_key + support_role; first occurrence preserved.
