word_key,micro_skill_key,micro_skill_role,difficulty_band,evidence_weight,display_order,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,drop_reason
too_en_gb,D4_HOM_FUNCTION_WORD_HOMOPHONES_TO_TOO_TWO,diagnostic,medium,0.5,3147,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: to.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
were_en_gb,D4_HOM_FUNCTION_WORD_HOMOPHONES_WERE_WHERE_WEAR,diagnostic,medium,0.5,3159,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: where.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
where_en_gb,D4_HOM_FUNCTION_WORD_HOMOPHONES_WERE_WHERE_WEAR,diagnostic,medium,0.5,3160,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: wear.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
running_en_gb,D4_INF_ING_ENDINGS_DOUBLE_FINAL_CONSONANT,diagnostic,medium,0.5,3121,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: runing.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
stopping_en_gb,D4_INF_ING_ENDINGS_DOUBLE_FINAL_CONSONANT,diagnostic,medium,0.5,3137,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: stoping.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
making_en_gb,D4_INF_ING_ENDINGS_DROP_E,diagnostic,medium,0.5,3091,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: makeing.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
writing_en_gb,D4_INF_ING_ENDINGS_DROP_E,diagnostic,medium,0.5,3170,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: writeing.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
dying_en_gb,D4_INF_ING_ENDINGS_IE_TO_Y,diagnostic,medium,0.5,3045,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: dieing.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
lying_en_gb,D4_INF_ING_ENDINGS_IE_TO_Y,diagnostic,medium,0.5,3088,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: lieing.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
planned_en_gb,D4_INF_PAST_TENSE_ED_DOUBLE_FINAL_CONSONANT,diagnostic,medium,0.5,3107,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: planed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
stopped_en_gb,D4_INF_PAST_TENSE_ED_DOUBLE_FINAL_CONSONANT,diagnostic,medium,0.5,3136,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: stoped.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
hoped_en_gb,D4_INF_PAST_TENSE_ED_DROP_E,diagnostic,medium,0.5,3071,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: hopeed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
smiled_en_gb,D4_INF_PAST_TENSE_ED_DROP_E,diagnostic,medium,0.5,3129,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: smileed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
copied_en_gb,D4_INF_PAST_TENSE_ED_Y_TO_I,diagnostic,medium,0.5,3030,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: copyed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
cried_en_gb,D4_INF_PAST_TENSE_ED_Y_TO_I,diagnostic,medium,0.5,3034,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: cryed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
tried_en_gb,D4_INF_PAST_TENSE_ED_Y_TO_I,diagnostic,medium,0.5,3149,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: tryed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
boxes_en_gb,D4_INF_PLURALS_ES,diagnostic,medium,0.5,3012,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: boxs.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
wishes_en_gb,D4_INF_PLURALS_ES,diagnostic,medium,0.5,3162,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: wishs.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
babies_en_gb,D4_INF_PLURALS_IES,diagnostic,medium,0.5,3007,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: babys.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
cities_en_gb,D4_INF_PLURALS_IES,diagnostic,medium,0.5,3025,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: citys.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
knives_en_gb,D4_INF_PLURALS_VES,diagnostic,medium,0.5,3079,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: knifes.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
wolves_en_gb,D4_INF_PLURALS_VES,diagnostic,medium,0.5,3163,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: wolfs.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
fixes_en_gb,D4_INF_PRESENT_TENSE_ES,diagnostic,medium,0.5,3054,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: fixs.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
studies_en_gb,D4_INF_PRESENT_TENSE_Y_TO_IES,diagnostic,medium,0.5,3138,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: studys.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
tries_en_gb,D4_INF_PRESENT_TENSE_Y_TO_IES,diagnostic,medium,0.5,3150,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: trys.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
build_en_gb,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,diagnostic,medium,0.5,3014,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: bild.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
business_en_gb,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,diagnostic,medium,0.5,3015,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: buisness.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
busy_en_gb,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,diagnostic,medium,0.5,3016,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: bussy.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
friend_en_gb,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,diagnostic,medium,0.5,3055,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: freind, frend.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
people_en_gb,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,diagnostic,medium,0.5,3101,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: peple, peeple.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
beautiful_en_gb,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,diagnostic,medium,0.5,3008,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: beautifull, butiful.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
because_en_gb,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,diagnostic,medium,0.5,3009,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 4 misspelling seed row(s), including: becuase, beacuse, becouse, becos.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
favourite_en_gb,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,diagnostic,medium,0.5,3053,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: faverite, favrite.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
usually_en_gb,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,diagnostic,medium,0.5,3153,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: usally, useually.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
does_en_gb,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,diagnostic,medium,0.5,3043,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: dose, duz.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
was_en_gb,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,diagnostic,medium,0.5,3156,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: wos.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
could_en_gb,D4_IRRE_TRICKY_WORDS_OULD_WORDS,diagnostic,medium,0.5,3032,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: coud, culd.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
should_en_gb,D4_IRRE_TRICKY_WORDS_OULD_WORDS,diagnostic,medium,0.5,3127,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: shoud, shuld.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
would_en_gb,D4_IRRE_TRICKY_WORDS_OULD_WORDS,diagnostic,medium,0.5,3167,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: woud, wuld.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
once_en_gb,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,diagnostic,medium,0.5,3099,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: wunce.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
said_en_gb,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,diagnostic,medium,0.5,3123,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: sed, sayed.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
replayed_en_gb,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,diagnostic,medium,0.5,3116,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: replayd.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
helpful_en_gb,D4_MOR_BASE_WORDS_PRESERVE_BASE,diagnostic,medium,0.5,3068,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: helpfull.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
quickly_en_gb,D4_MOR_BASE_WORDS_PRESERVE_BASE,diagnostic,medium,0.5,3113,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: quikly.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
disappear_en_gb,D4_MOR_PREFIXES_DIS_MIS,diagnostic,medium,0.5,3041,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 2 misspelling seed row(s), including: disapear, dissapear.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
misread_en_gb,D4_MOR_PREFIXES_DIS_MIS,diagnostic,medium,0.5,3092,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: missread.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
misspell_en_gb,D4_MOR_PREFIXES_DIS_MIS,diagnostic,medium,0.5,3094,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: mispell.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
illegal_en_gb,D4_MOR_PREFIXES_IN_IM_IL_IR,diagnostic,medium,0.5,3072,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: ilegal.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
impossible_en_gb,D4_MOR_PREFIXES_IN_IM_IL_IR,diagnostic,medium,0.5,3073,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: imposible.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
enjoyable_en_gb,D4_MOR_SUFFIXES_ABLE_IBLE,diagnostic,medium,0.5,3046,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: enjoyible.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
possible_en_gb,D4_MOR_SUFFIXES_ABLE_IBLE,diagnostic,medium,0.5,3110,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: posible.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
visible_en_gb,D4_MOR_SUFFIXES_ABLE_IBLE,diagnostic,medium,0.5,3154,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: visable.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
national_en_gb,D4_MOR_SUFFIXES_AL,diagnostic,medium,0.5,3096,internal_reviewed_seed,Common misspellings seed v1,docs/implementation/seed-data/common_misspellings_seed_v1.csv,,"Repo-owned curated misspelling examples; candidate evidence only, not learner evidence, resolver truth, or final teaching truth. Aggregates 1 misspelling seed row(s), including: nationall.",medium,in_review,Role 'diagnostic' is outside simplified Teaching Dictionary ownership.
