micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,common_misconceptions,first_exposure_progression,guided_practice_progression,review_proofreading_progression,example_selection_guidance,contrast_policy_guidance,sample_preview_word_key,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PG_LONG_IGH_IE_FINAL,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /igh/ spelled final ie.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /igh/ spelled final ie.,Some words spell final /igh/ with ie.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /igh/ spelled final ie is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",pie_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_IGH_OPEN_I,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /igh/ spelled with single i in an open syllable.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /igh/ spelled with single i in an open syllable.,"In open syllables, a single i can represent the long /igh/ sound.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /igh/ spelled with single i in an open syllable is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common words where the positional or syllable cue is obvious; avoid rare words and words with multiple possible vowel analyses.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",tiger_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_IGH_IGH_BEFORE_T,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /igh/ spelled igh before final t.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /igh/ spelled igh before final t.,Many common /igh/ words before final /t/ are spelled with igh.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /igh/ spelled igh before final t is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",light_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OA,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled oa.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled oa.,"The long /oa/ sound can be spelled with oa, commonly in the middle of words.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled oa is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",boat_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OW_FINAL,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled ow at the end of words.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled ow at the end of words.,"At the end of many words, the long /oa/ sound is spelled with ow.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled ow at the end of words is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",snow_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_O_E,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled with the split digraph o_e.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled with the split digraph o_e.,"A split digraph can make the vowel long; in o-e words, the final e helps signal the long /oa/ sound.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled with the split digraph o_e is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",home_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OE,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled final oe.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled final oe.,Some words spell final /oa/ with oe.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled final oe is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",toe_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OPEN_O,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled with single o in an open syllable.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled with single o in an open syllable.,"In open syllables, a single o can represent the long /oa/ sound.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled with single o in an open syllable is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common words where the positional or syllable cue is obvious; avoid rare words and words with multiple possible vowel analyses.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",go_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OLD_OLT_OST,human_reviewed_v1,active,TRUE,"Child can spell words that use the target long-vowel pattern: long /oa/ spelled o before ld, lt, or st.","The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled o before ld, lt, or st.","In some common words, o represents long /oa/ before ld, lt, or st.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled o before ld, lt, or st is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common words where the positional or syllable cue is obvious; avoid rare words and words with multiple possible vowel analyses.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",cold_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OA_OA_BEFORE_TD,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /oa/ spelled oa before final t or d.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /oa/ spelled oa before final t or d.,The oa spelling often appears before final consonants such as t and d.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /oa/ spelled oa before final t or d is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",road_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_OO_LONG,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled oo.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled oo.,The long /oo/ sound can be spelled with oo.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled oo is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",moon_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_UE_FINAL,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled final ue.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled final ue.,Some words spell final /oo/ or /yoo/ with ue.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled final ue is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",blue_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_U_E,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled with the split digraph u_e.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled with the split digraph u_e.,The /yoo/ sound can be spelled with split digraph u-e.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled with the split digraph u_e is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",cube_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_EW,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled ew.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled ew.,The spellings ew can represent /oo/ or /yoo/ in common words.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled ew is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",flew_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_UI,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled ui.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled ui.,Some words spell the /oo/ sound with ui.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled ui is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.","Use a small, high-frequency word set because this spelling is less predictable; avoid presenting it as a broad rule.","Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",fruit_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_OO_YOO_OU,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: /oo/ or /yoo/ spelled ou.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: /oo/ or /yoo/ spelled ou.,Some words spell the /oo/ sound with ou.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why /oo/ or /yoo/ spelled ou is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.","Use a small, high-frequency word set because this spelling is less predictable; avoid presenting it as a broad rule.","Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",soup_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_AI_EA_COMMON,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /ai/ spelled ea in a small group of common words.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /ai/ spelled ea in a small group of common words.,Some common words spell the long /ai/ sound with ea; this is a small but useful word group.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /ai/ spelled ea in a small group of common words is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.","Use a small, high-frequency word set because this spelling is less predictable; avoid presenting it as a broad rule.","Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",break_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_EE_E_E_SPLIT,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /ee/ spelled with the split digraph e_e.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /ee/ spelled with the split digraph e_e.,Some words use split digraph e-e to represent the long /ee/ sound.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /ee/ spelled with the split digraph e_e is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",these_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_IGH_IND_ILD,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /igh/ spelled single i before nd or ld.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /igh/ spelled single i before nd or ld.,"In some common words, single i represents long /igh/ before nd or ld.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /igh/ spelled single i before nd or ld is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common words where the positional or syllable cue is obvious; avoid rare words and words with multiple possible vowel analyses.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",find_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
