word_key,syllables,phoneme_hint,grapheme_notes,stress_pattern,has_schwa,morphemes,morphology_notes,irregularity_notes,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status
aloud_en_gb,2,/ɐlˈaʊd/,,unstressed-primary,TRUE,,,content word homophone,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
alphabet_en_gb,3,/ˈælfəbˌɛt/,,primary-unstressed-secondary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
angle_en_gb,2,/ˈæŋɡəl/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
animal_en_gb,3,/ˈænɪməl/,,primary-unstressed-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
ankle_en_gb,2,/ˈæŋkəl/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
answer_en_gb,2,/ˈɑːnsɐ/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
antique_en_gb,2,/æntˈiːk/,,unstressed-primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
apple_en_gb,2,/ˈæpəl/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
are_en_gb,1,AA1 R / ER0,,primary,FALSE,,,,open_licensed,CMU Pronouncing Dictionary,https://github.com/cmusphinx/cmudict,CMUdict BSD-style permissive licence,CMUdict fallback pronunciation metadata used only where no exact British IPA row exists. Project legal/importability review passed for this fallback candidate metadata use; no import performed by this pass.,low,approved_for_first_exposure
argument_en_gb,3,/ˈɑːɡjuːmənt/,,primary-unstressed-unstressed,TRUE,,,suffix ment,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
around_en_gb,2,/ɐɹˈaʊnd/,,unstressed-primary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
as_en_gb,1,AE1 Z / EH1 Z,,primary,FALSE,,,,open_licensed,CMU Pronouncing Dictionary,https://github.com/cmusphinx/cmudict,CMUdict BSD-style permissive licence,CMUdict fallback pronunciation metadata used only where no exact British IPA row exists. Project legal/importability review passed for this fallback candidate metadata use; no import performed by this pass.,low,approved_for_first_exposure
attention_en_gb,3,/ɐtˈɛnʃən/,,unstressed-primary-unstressed,TRUE,,,final tion,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
author_en_gb,2,/ˈɔːθɐ/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
auto_en_gb,2,/ˈɔːtəʊ/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
automatic_en_gb,4,/ˌɔːtəmˈætɪk/,,secondary-unstressed-primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
away_en_gb,2,/ɐwˈeɪ/,,unstressed-primary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
babies_en_gb,2,/bˈeɪbɪz/,,primary-unstressed,FALSE,,,plural ies,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
baby_en_gb,2,/bˈeɪbi/,,primary-unstressed,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
back_en_gb,1,/bˈæk/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bad_en_gb,1,/bˈæd/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
worse_en_gb,1,/wˈɜːs/,,primary,FALSE,bad -> worse,Irregular comparison: bad does not become badder in standard use; the comparative form is worse.,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
worst_en_gb,1,/wˈɜːst/,,primary,FALSE,bad -> worst,Irregular comparison: bad does not become baddest in standard use; the superlative form is worst.,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
badge_en_gb,1,/bˈædʒ/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bake_en_gb,1,/bˈeɪk/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
baked_en_gb,1,/bˈeɪkt/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bank_en_gb,1,/bˈæŋk/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
basic_en_gb,2,/bˈeɪsɪk/,,primary-unstressed,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
basket_en_gb,2,/bˈɑːskɪt/,,primary-unstressed,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bat_en_gb,1,/bˈæt/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bath_en_gb,1,/bˈɑːθ/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
beautiful_en_gb,3,/bjˈuːtɪfəl/,,primary-unstressed-unstressed,TRUE,,,longer high-frequency tricky word,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
because_en_gb,2,/bɪkˈʌz/,,unstressed-primary,FALSE,,,longer high-frequency tricky word,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bed_en_gb,1,/bˈɛd/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bedroom_en_gb,2,/bˈɛdɹuːm/,,primary-unstressed,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bench_en_gb,1,/bˈɛntʃ/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
best_en_gb,1,/bˈɛst/,,primary,FALSE,good -> best,Irregular comparison: good does not become goodest; the superlative form is best.,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bigger_en_gb,2,/bˈɪɡɐ/,,primary-unstressed,TRUE,big + er,Double the final consonant before -er after a short vowel: big -> bigger.,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
biggest_en_gb,2,/bˈɪɡəst/,,primary-unstressed,TRUE,big + est,Double the final consonant before -est after a short vowel: big -> biggest.,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
big_en_gb,1,/bˈɪɡ/,,primary,FALSE,,,regular,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bike_en_gb,1,/bˈaɪk/,,primary,FALSE,,,split digraph i-e,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
biology_en_gb,4,/baɪˈɒlədʒi/,,unstressed-primary-unstressed-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bird_en_gb,1,/bˈɜːd/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
black_en_gb,1,/blˈæk/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
blue_en_gb,1,/blˈuː/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
board_en_gb,1,/bˈɔːd/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
boat_en_gb,1,/bˈəʊt/,,primary,TRUE,,,long oa with oa,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
boil_en_gb,1,/bˈɔɪl/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bolt_en_gb,1,/bˈəʊlt/,,primary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bomb_en_gb,1,/bˈɒm/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bombard_en_gb,2,/bəmbˈɑːd/,,unstressed-primary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
book_en_gb,1,/bˈʊk/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
books_en_gb,1,/bˈʊks/,,primary,FALSE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bosom_en_gb,2,/bˈʊsəm/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bottle_en_gb,2,/bˈɒtəl/,,primary-unstressed,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
bowl_en_gb,1,/bˈəʊl/,,primary,TRUE,,,,open_licensed,open-dict-data ipa-dict en_UK,https://github.com/open-dict-data/ipa-dict/blob/master/data/en_UK.txt,MIT repository; English UK data credited to ipacards under GPL 3.0,British IPA is the approved primary source for pronunciation metadata. CMUdict comparison is retained in the audit artifact where available. Candidate CSV only; no import performed by this pass.,medium,approved_for_first_exposure
