word_key,normalised_word,display_word,dialect_code,current_frequency_band,recommended_frequency_band,frequency_primary_source,frequency_source_used,frequency_match_status,frequency_evidence,bnc_fallback_match_status,bnc_fallback_evidence,bnc_wordfreq_band_comparison_status,current_age_band,recommended_age_band,aoa_evidence_status,recommendation_status,review_notes,recommended_age_number_unrounded,recommended_age_number,age_source_status,aoa_median_age,aoa_meaning_row_count,uk_curriculum_age,age_review_flags
child_en_gb,child,child,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.3,exact,BNC frequency=244; rank=384; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
children_en_gb,children,children,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.47,exact,BNC frequency=466; rank=187; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
chin_en_gb,chin,chin,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4,exact,BNC frequency=16; rank=5014; band=medium,disagree,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,3,,multiple_meanings_review
chip_en_gb,chip,chip,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.31,exact,BNC frequency=18; rank=4617; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,4,,multiple_meanings_review
chocolate_en_gb,chocolate,chocolate,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.49,exact,BNC frequency=21; rank=4117; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,2,,multiple_meanings_review
chop_en_gb,chop,chop,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.77,unmatched,,comparison_only,candidate_review,middle_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.5,9,aoa_only,8.5,3,,multiple_meanings_review
chorus_en_gb,chorus,chorus,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.9,exact,BNC frequency=10; rank=6879; band=medium,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.75,9,aoa_and_uk,10.5,4,7,multiple_meanings_review|aoa_uk_difference_over_2_years
churches_en_gb,churches,churches,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.27,exact,BNC frequency=35; rank=2852; band=medium,disagree,candidate_review,early_primary,uk_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,5,5,uk_only,,0,5,
circle_en_gb,circle,circle,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.55,exact,BNC frequency=34; rank=2915; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,7.25,6,6,multiple_meanings_review
cities_en_gb,cities,cities,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.84,exact,BNC frequency=44; rank=2330; band=medium,disagree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,6,6,manual_uk_curriculum_fill,,0,6,manual_uk_curriculum_age_fill|source_band:age_6_7
city_en_gb,city,city,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.61,exact,BNC frequency=231; rank=413; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
clap_en_gb,clap,clap,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.54,unmatched,,comparison_only,candidate_review,middle_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.5,9,aoa_only,8.5,3,,multiple_meanings_review
clay_en_gb,clay,clay,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.29,exact,BNC frequency=15; rank=5225; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
clean_en_gb,clean,clean,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.97,exact,BNC frequency=64; rank=1652; band=medium,disagree,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,6,,multiple_meanings_review
cleaned_en_gb,cleaned,cleaned,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.02,exact,BNC frequency=11; rank=6544; band=medium,disagree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,5,5,manual_uk_curriculum_fill,,0,5,manual_uk_curriculum_age_fill|source_band:age_5_6
cliff_en_gb,cliff,cliff,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.1,exact,BNC frequency=11; rank=6545; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.75,7,aoa_and_uk,8.5,1,5,aoa_uk_difference_over_2_years
climb_en_gb,climb,climb,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.22,exact,BNC frequency=16; rank=5016; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
cloth_en_gb,cloth,cloth,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.03,exact,BNC frequency=20; rank=4283; band=medium,disagree,candidate_review,lower_secondary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,12,12,aoa_only,12,2,,multiple_meanings_review
cloud_en_gb,cloud,cloud,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.46,exact,BNC frequency=21; rank=4120; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.12,6,aoa_and_uk,7.25,6,5,multiple_meanings_review|aoa_uk_difference_over_2_years
coat_en_gb,coat,coat,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.36,exact,BNC frequency=34; rank=2916; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,8.25,4,5,multiple_meanings_review|aoa_uk_difference_over_2_years
coin_en_gb,coin,coin,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.19,exact,BNC frequency=12; rank=6125; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.75,7,aoa_and_uk,8.5,3,5,multiple_meanings_review|aoa_uk_difference_over_2_years
cold_en_gb,cold,cold,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.02,exact,BNC frequency=122; rank=849; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.25,8,aoa_and_uk,10.5,7,6,multiple_meanings_review|aoa_uk_difference_over_2_years
comb_en_gb,comb,comb,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.52,unmatched,,comparison_only,candidate_review,middle_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.5,9,aoa_only,8.5,5,,multiple_meanings_review
combustion_en_gb,combustion,combustion,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.57,unmatched,,comparison_only,candidate_review,lower_secondary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,12.5,13,aoa_only,12.5,1,,
comma_en_gb,comma,comma,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.27,unmatched,,comparison_only,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.25,7,aoa_only,7.25,2,,multiple_meanings_review
community_en_gb,community,community,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.34,exact,BNC frequency=231; rank=414; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,9.25,9,aoa_and_uk,9.5,2,9,multiple_meanings_review
complete_en_gb,complete,complete,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.1,exact,BNC frequency=128; rank=808; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,8.5,3,7,multiple_meanings_review
confusion_en_gb,confusion,confusion,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.19,exact,BNC frequency=29; rank=3292; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.75,9,aoa_and_uk,10.5,1,7,aoa_uk_difference_over_2_years
copied_en_gb,copied,copied,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.79,unmatched,,comparison_only,candidate_review,early_primary,uk_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,uk_only,,0,6,
copy_en_gb,copy,copy,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.77,exact,BNC frequency=51; rank=2040; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,7.25,4,6,multiple_meanings_review
corn_en_gb,corn,corn,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.19,exact,BNC frequency=12; rank=6148; band=medium,disagree,candidate_review,mid_secondary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,14.5,15,aoa_only,14.5,5,,multiple_meanings_review
cot_en_gb,cot,cot,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.21,unmatched,,comparison_only,candidate_review,later_review,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,16.5,17,aoa_only,16.5,3,,multiple_meanings_review
cough_en_gb,cough,cough,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.95,unmatched,,comparison_only,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.75,9,aoa_and_uk,8.5,1,9,
could_en_gb,could,could,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=6.06,exact,BNC frequency=1683; rank=61; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,7.25,2,6,multiple_meanings_review
court_en_gb,court,court,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.41,exact,BNC frequency=285; rank=316; band=high,agree,candidate_review,lower_secondary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,12.5,13,aoa_only,12.5,7,,multiple_meanings_review
cow_en_gb,cow,cow,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.14,exact,BNC frequency=14; rank=5527; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,10.5,3,5,multiple_meanings_review|aoa_uk_difference_over_2_years
crab_en_gb,crab,crab,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.76,unmatched,,comparison_only,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,4,,multiple_meanings_review
creature_en_gb,creature,creature,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.16,exact,BNC frequency=19; rank=4468; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.62,8,aoa_and_uk,8.25,2,7,multiple_meanings_review
cried_en_gb,cried,cried,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.19,exact,BNC frequency=30; rank=3208; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
cries_en_gb,cries,cries,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.93,unmatched,,comparison_only,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,5.5,6,aoa_and_uk,6,1,5,
cry_en_gb,cry,cry,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.59,exact,BNC frequency=33; rank=2985; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.25,7,aoa_and_uk,8.5,5,6,multiple_meanings_review|aoa_uk_difference_over_2_years
cube_en_gb,cube,cube,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.82,unmatched,,comparison_only,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.25,8,aoa_and_uk,11.5,4,5,multiple_meanings_review|aoa_uk_difference_over_2_years
cup_en_gb,cup,cup,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.11,exact,BNC frequency=122; rank=850; band=high,agree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,3,,multiple_meanings_review
cute_en_gb,cute,cute,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.65,unmatched,,comparison_only,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,8.25,2,5,multiple_meanings_review|aoa_uk_difference_over_2_years
cycle_en_gb,cycle,cycle,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.6,exact,BNC frequency=32; rank=3055; band=medium,disagree,candidate_review,lower_secondary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,12.5,13,aoa_only,12.5,3,,multiple_meanings_review
dance_en_gb,dance,dance,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.93,exact,BNC frequency=44; rank=2338; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,2,6,multiple_meanings_review
danger_en_gb,danger,danger,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.59,exact,BNC frequency=60; rank=1757; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
dangerous_en_gb,dangerous,dangerous,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.79,exact,BNC frequency=58; rank=1809; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.5,7,aoa_and_uk,6,1,7,
