word_key,match_type,matched_forms,selection_reason,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,pronunciation_fields_changed,grapheme_irregularity_fields_changed
biggest_en_gb,exact,biggest,Exact MorphoLex row used.,big + est,biggest: root:big + suffix:est,Double the final consonant before -est after a short vowel: big -> biggest.,"Double the final consonant before -est after a short vowel: big -> biggest. | MorphoLex-en exact evidence: [biggest; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(big)}>est>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
big_en_gb,exact,big,Exact MorphoLex row used.,,big: root:big,,"MorphoLex-en exact evidence: [big; POS=JJ; Nmorph=1; PRS=0,1,0; segmentation={(big)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bike_en_gb,exact,bike,Exact MorphoLex row used.,,bike: root:bike,,"MorphoLex-en exact evidence: [bike; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bike)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
biology_en_gb,exact,biology,Exact MorphoLex row used.,,biology: root:bio + root:log + suffix:y,,"MorphoLex-en exact evidence: [biology; POS=NN; Nmorph=3; PRS=0,2,1; segmentation={(bio)(log)>y>}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bird_en_gb,exact,bird,Exact MorphoLex row used.,,bird: root:bird,,"MorphoLex-en exact evidence: [bird; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(bird)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
black_en_gb,exact,black,Exact MorphoLex row used.,,black: root:black,,"MorphoLex-en exact evidence: [black; POS=JJ|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(black)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
blue_en_gb,exact,blue,Exact MorphoLex row used.,,blue: root:blue,,"MorphoLex-en exact evidence: [blue; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(blue)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
board_en_gb,exact,board,Exact MorphoLex row used.,,board: root:board,,"MorphoLex-en exact evidence: [board; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(board)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
boat_en_gb,exact,boat,Exact MorphoLex row used.,,boat: root:boat,,"MorphoLex-en exact evidence: [boat; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(boat)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
boil_en_gb,exact,boil,Exact MorphoLex row used.,,boil: root:boil,,"MorphoLex-en exact evidence: [boil; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(boil)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bolt_en_gb,exact,bolt,Exact MorphoLex row used.,,bolt: root:bolt,,"MorphoLex-en exact evidence: [bolt; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bolt)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bomb_en_gb,exact,bomb,Exact MorphoLex row used.,,bomb: root:bomb,,"MorphoLex-en exact evidence: [bomb; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bomb)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bombard_en_gb,exact,bombard,Exact MorphoLex row used.,,bombard: root:bombard,,"MorphoLex-en exact evidence: [bombard; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(bombard)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
book_en_gb,exact,book,Exact MorphoLex row used.,,book: root:book,,"MorphoLex-en exact evidence: [book; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(book)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
books_en_gb,exact,books,Exact MorphoLex row used.,,books: root:book,,"MorphoLex-en exact evidence: [books; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(book)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bosom_en_gb,exact,bosom,Exact MorphoLex row used.,,bosom: root:bosom,,"MorphoLex-en exact evidence: [bosom; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(bosom)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bottle_en_gb,exact,bottle,Exact MorphoLex row used.,,bottle: root:bottle,,"MorphoLex-en exact evidence: [bottle; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bottle)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bowl_en_gb,exact,bowl,Exact MorphoLex row used.,,bowl: root:bowl,,"MorphoLex-en exact evidence: [bowl; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(bowl)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
boxes_en_gb,exact,boxes,Exact MorphoLex row used.,,boxes: root:box,,"MorphoLex-en exact evidence: [boxes; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(box)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
boy_en_gb,exact,boy,Exact MorphoLex row used.,,boy: root:boy,,"MorphoLex-en exact evidence: [boy; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(boy)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
braver_en_gb,exact,braver,Exact MorphoLex row used.,,braver: root:brave + suffix:er,,"MorphoLex-en exact evidence: [braver; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(brave)}>er>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
bravest_en_gb,exact,bravest,Exact MorphoLex row used.,,bravest: root:brave + suffix:est,,"MorphoLex-en exact evidence: [bravest; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(brave)}>est>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
brave_en_gb,exact,brave,Exact MorphoLex row used.,,brave: root:brave,,"MorphoLex-en exact evidence: [brave; POS=JJ; Nmorph=1; PRS=0,1,0; segmentation={(brave)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
break_en_gb,exact,break,Exact MorphoLex row used.,,break: root:break,,"MorphoLex-en exact evidence: [break; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(break)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
