row_number,word_key,field,removed_value,reason
22,apple_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
23,are_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
24,argument_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
25,around_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
26,as_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
27,attention_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
28,author_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
29,auto_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
30,automatic_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
31,away_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
32,babies_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
33,baby_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
34,back_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
35,bad_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
35,bad_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
35,bad_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
35,bad_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
36,worse_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
37,worst_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
38,badge_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
39,bake_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
40,baked_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
41,bank_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
42,basic_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
43,basket_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
44,bat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
44,bat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
44,bat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
44,bat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
45,bath_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
45,bath_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
45,bath_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
45,bath_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
46,beautiful_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
47,because_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
48,bed_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
48,bed_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
48,bed_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
48,bed_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
49,bedroom_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
50,bench_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
50,bench_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
50,bench_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
50,bench_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
51,best_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
52,bigger_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
53,biggest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
54,big_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
54,big_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
54,big_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
54,big_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
55,bike_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
56,biology_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
57,bird_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
58,black_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
59,blue_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
60,board_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
61,boat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
61,boat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
61,boat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
61,boat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
62,boil_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
63,bolt_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
64,bomb_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
65,bombard_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
66,book_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
67,books_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
68,bosom_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
69,bottle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
70,bowl_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
71,boxes_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
72,boy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
73,braver_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
74,bravest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
75,brave_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
75,brave_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
75,brave_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
75,brave_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
76,break_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
77,bridge_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
78,bright_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
79,brochure_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
80,brown_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
81,bruise_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
82,brush_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
82,brush_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
82,brush_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
82,brush_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
83,bubble_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
84,build_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
85,burn_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
86,buses_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
87,business_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
88,busier_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
89,busiest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
90,busy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
91,button_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
92,buzz_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
93,cage_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
94,cake_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
94,cake_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
94,cake_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
94,cake_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
95,calendar_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
96,called_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
97,calm_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
98,came_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
99,camera_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
100,camp_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
101,can_t_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
102,candle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
103,cap_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
103,cap_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
103,cap_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
103,cap_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
104,car_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
105,care_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
106,careful_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
107,careless_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
108,carries_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
109,carried_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
110,carry_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
111,cars_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
112,castle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
113,cat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
113,cat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
113,cat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
113,cat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
114,catch_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
115,cats_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
116,ceiling_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
117,cent_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
118,chain_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
118,chain_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
118,chain_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
118,chain_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
119,chalet_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
120,chance_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
121,change_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
122,chat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
122,chat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
122,chat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
122,chat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
123,cheer_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
124,cheese_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
125,chef_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
126,chemist_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
127,cheque_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
128,chew_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
129,chief_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
130,child_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
131,children_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
132,chin_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
132,chin_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
132,chin_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
132,chin_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
133,chip_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
133,chip_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
133,chip_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
133,chip_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
134,chocolate_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
135,chop_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
135,chop_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
135,chop_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
135,chop_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
136,chorus_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
137,churches_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
138,circle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
139,cities_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
140,city_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
141,clap_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
142,clay_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
142,clay_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
142,clay_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
142,clay_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
143,clean_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
144,cleaned_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
145,cliff_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
146,climb_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
147,cloth_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
147,cloth_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
147,cloth_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
147,cloth_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
148,cloud_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
149,coat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
149,coat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
149,coat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
149,coat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
150,coin_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
151,cold_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
152,comb_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
153,combustion_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
154,comma_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
155,community_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
156,complete_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
157,confusion_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
158,copied_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
159,copy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
160,corn_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
161,cot_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
161,cot_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
161,cot_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
161,cot_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
162,cough_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
163,could_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
164,court_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
165,cow_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
166,crab_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
167,creature_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
168,cried_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
169,cries_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
170,cry_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
171,cube_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
172,cup_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
173,cute_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
174,cycle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
175,dance_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
176,danger_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
177,dangerous_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
178,darkness_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
179,day_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
179,day_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
179,day_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
179,day_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
180,debt_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
181,decision_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
182,deer_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
183,define_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
184,definition_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
185,design_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
186,desk_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
187,predict_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
188,die_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
189,dying_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
190,different_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
191,dig_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
191,dig_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
191,dig_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
191,dig_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
192,dinner_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
193,disappear_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
