word_key,normalised_word,display_word,dialect_code,bnc_match_status,bnc_matched_form,bnc_raw_frequency_per_million,bnc_frequency_rank,bnc_proposed_frequency_band,subtlex_source_data_status,subtlex_source_name,subtlex_source_url,subtlex_match_status,subtlex_matched_form,subtlex_raw_frequency,subtlex_zipf,subtlex_contextual_diversity,subtlex_proposed_frequency_band,wordfreq_source_data_status,wordfreq_source_name,wordfreq_source_url,wordfreq_match_status,wordfreq_matched_form,wordfreq_zipf,wordfreq_proposed_frequency_band,comparison_source_used,comparison_proposed_frequency_band,band_comparison_status,review_status,review_notes
air_en_gb,air,air,en-GB,exact,air,189,524,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,air,5.37,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
align_en_gb,align,align,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,align,3.63,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
allowed_en_gb,allowed,allowed,en-GB,exact,allowed,143,720,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,allowed,5.03,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
aloud_en_gb,aloud,aloud,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,aloud,3.51,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
alphabet_en_gb,alphabet,alphabet,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,alphabet,3.7,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
angle_en_gb,angle,angle,en-GB,exact,angle,24,3762,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,angle,4.38,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
animal_en_gb,animal,animal,en-GB,exact,animal,67,1569,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,animal,4.81,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
ankle_en_gb,ankle,ankle,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,ankle,3.97,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
answer_en_gb,answer,answer,en-GB,exact,answer,144,714,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,answer,5.17,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
antique_en_gb,antique,antique,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,antique,3.86,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
apple_en_gb,apple,apple,en-GB,exact,apple,27,3461,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,apple,4.76,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
are_en_gb,are,are,en-GB,exact,are,4707,23,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,are,6.74,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
argument_en_gb,argument,argument,en-GB,exact,argument,83,1273,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,argument,4.64,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
around_en_gb,around,around,en-GB,exact,around,452,195,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,around,5.77,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
as_en_gb,as,as,en-GB,exact,as,5347,19,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,as,6.77,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
attention_en_gb,attention,attention,en-GB,exact,attention,137,742,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,attention,5.11,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
author_en_gb,author,author,en-GB,exact,author,43,2382,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,author,4.95,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
auto_en_gb,auto,auto,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,auto,4.48,high,wordfreq,high,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
automatic_en_gb,automatic,automatic,en-GB,exact,automatic,23,3871,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,automatic,4.36,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
away_en_gb,away,away,en-GB,exact,away,371,241,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,away,5.62,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
babies_en_gb,babies,babies,en-GB,exact,babies,25,3664,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,babies,4.45,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
baby_en_gb,baby,baby,en-GB,exact,baby,91,1160,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,baby,5.26,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
back_en_gb,back,back,en-GB,exact,back,1023,94,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,back,6.04,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bad_en_gb,bad,bad,en-GB,exact,bad,153,663,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bad,5.53,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
worse_en_gb,worse,worse,en-GB,exact,worse,65,1648,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,worse,4.89,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
worst_en_gb,worst,worst,en-GB,exact,worst,46,2270,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,worst,4.93,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
badge_en_gb,badge,badge,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,badge,4.02,high,wordfreq,high,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bake_en_gb,bake,bake,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bake,3.91,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
baked_en_gb,baked,baked,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,baked,3.92,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bank_en_gb,bank,bank,en-GB,exact,bank,168,597,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bank,5.16,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
basic_en_gb,basic,basic,en-GB,exact,basic,109,959,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,basic,4.89,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
basket_en_gb,basket,basket,en-GB,exact,basket,13,5757,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,basket,4.07,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bat_en_gb,bat,bat,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bat,4.3,high,wordfreq,high,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bath_en_gb,bath,bath,en-GB,exact,bath,38,2664,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bath,4.44,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
beautiful_en_gb,beautiful,beautiful,en-GB,exact,beautiful,87,1217,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,beautiful,5.22,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
because_en_gb,because,because,en-GB,exact,because,852,116,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,because,6.03,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bed_en_gb,bed,bed,en-GB,exact,bed,159,630,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bed,5.07,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bedroom_en_gb,bedroom,bedroom,en-GB,exact,bedroom,44,2327,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bedroom,4.46,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bench_en_gb,bench,bench,en-GB,exact,bench,20,4266,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bench,4.39,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
best_en_gb,best,best,en-GB,exact,best,347,258,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,best,5.84,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bigger_en_gb,bigger,bigger,en-GB,exact,bigger,36,2793,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bigger,4.74,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
biggest_en_gb,biggest,biggest,en-GB,exact,biggest,46,2214,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,biggest,4.93,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
big_en_gb,big,big,en-GB,exact,big,255,362,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,big,5.67,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bike_en_gb,bike,bike,en-GB,exact,bike,18,4608,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bike,4.53,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
biology_en_gb,biology,biology,en-GB,exact,biology,11,6513,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,biology,4.22,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bird_en_gb,bird,bird,en-GB,exact,bird,36,2794,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bird,4.63,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
black_en_gb,black,black,en-GB,exact,black,249,372,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,black,5.46,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
blue_en_gb,blue,blue,en-GB,exact,blue,104,1017,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,blue,5.13,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
board_en_gb,board,board,en-GB,exact,board,134,764,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,board,5.24,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
boat_en_gb,boat,boat,en-GB,exact,boat,54,1928,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,boat,4.71,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
boil_en_gb,boil,boil,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,boil,3.83,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bolt_en_gb,bolt,bolt,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bolt,4.04,high,wordfreq,high,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bomb_en_gb,bomb,bomb,en-GB,exact,bomb,27,3465,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bomb,4.6,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bombard_en_gb,bombard,bombard,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bombard,2.74,low,wordfreq,low,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
book_en_gb,book,book,en-GB,exact,book,243,386,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,book,5.43,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
books_en_gb,books,books,en-GB,exact,books,131,778,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,books,5.15,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bosom_en_gb,bosom,bosom,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bosom,3.05,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bottle_en_gb,bottle,bottle,en-GB,exact,bottle,41,2494,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bottle,4.57,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bowl_en_gb,bowl,bowl,en-GB,exact,bowl,23,3876,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bowl,4.63,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
boxes_en_gb,boxes,boxes,en-GB,exact,boxes,27,3467,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,boxes,4.34,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
boy_en_gb,boy,boy,en-GB,exact,boy,133,768,high,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,boy,5.17,high,wordfreq,high,agree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
braver_en_gb,braver,braver,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,braver,2.87,low,wordfreq,low,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
bravest_en_gb,bravest,bravest,en-GB,unmatched,,,,,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,bravest,3,medium,wordfreq,medium,comparison_only,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
brave_en_gb,brave,brave,en-GB,exact,brave,17,4794,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,brave,4.33,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
break_en_gb,break,break,en-GB,exact,break,94,1121,medium,source_file_not_supplied,SUBTLEX-UK,https://doi.org/10.1080/17470218.2013.850521,unavailable,,,,,,loaded,wordfreq Python package,https://github.com/rspeer/wordfreq/,exact,break,5.18,high,wordfreq,high,disagree,in_review,SUBTLEX-UK source file not supplied; wordfreq used as primary audit comparison signal.
