"case_id","family","source_text","focus_surface","start_utf16","end_utf16","classification","intended_alternative","supported_construction_status","ambiguity_or_exclusion_reason","confidence","rationale"
"g2-its-its-0180","ITS_ITS","The final clue appeared beneath a blue card. its been excited since early morning. A later paragraph changed the subject.","its","45","48","","","","","",""
"g2-its-its-0307","ITS_ITS","Before rehearsal, the group counted slowly. Maybe its ... because the next page is missing. The surrounding paragraph remained available for review.","its","50","53","","","","","",""
"g2-its-its-0169","ITS_ITS","The school kept It's friend near the entrance. A later paragraph changed the subject.","It's","16","20","","","","","",""
"g2-its-its-0331","ITS_ITS","After the long journey, nobody hurried. Luca copied “its” onto a vocabulary card. The short line came from an imperfect first draft.","its","53","56","","","","","",""
"g2-its-its-0034","ITS_ITS","The morning began with an unexpected puzzle. The machine kept its sandwiches near the entrance. The detail mattered to the whole story.","its","62","65","","","","","",""
"g2-its-its-0028","ITS_ITS","In the kitchen, a timer clicked twice. The dog kept its helmets near the entrance. The detail mattered to the whole story.","its","52","55","","","","","",""
"g2-its-its-0355","ITS_ITS","Once the music ended, the hall became still. The unfinished note about its running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","its","71","74","","","","","",""
"g2-its-its-0219","ITS_ITS","A small crowd waited near the noticeboard. its been brilliant since early morning. The notebook also contained two unrelated spelling slips.","its","43","46","","","","","",""
"g2-its-its-0229","ITS_ITS","The youngest pupil reread the instructions. The machine kept it's tickets near the entrance. Weather and whether were discussed as an unrelated near-homophone pair.","it's","61","65","","","","","",""
"g2-its-its-0099","ITS_ITS","A small crowd waited near the noticeboard. It's been excited since early morning. Everyone understood the surrounding scene.","It's","43","47","","","","","",""
"g2-its-its-0201","ITS_ITS","At sunrise, the class checked its plan. its been happy since early morning. The notebook also contained two unrelated spelling slips.","its","40","43","","","","","",""
"g2-its-its-0144","ITS_ITS","During art club, the tables stayed busy. it’s been happy since early morning. The sentence stood on its own in the draft.","it’s","41","45","","","","","",""
"g2-its-its-0175","ITS_ITS","Once the music ended, the hall became still. The museum kept it's coat near the entrance. A later paragraph changed the subject.","it's","61","65","","","","","",""
"g2-its-its-0102","ITS_ITS","After lunch, everyone returned quietly. it's been wet since early morning. The writer left the punctuation exactly as shown.","it's","40","44","","","","","",""
"g2-its-its-0320","ITS_ITS","The final clue appeared beneath a blue card. Maybe it's ... because the next page is missing. The surrounding paragraph remained available for review.","it's","51","55","","","","","",""
"g2-its-its-0089","ITS_ITS","The youngest pupil reread the instructions. it’s useful beside the open window. Everyone understood the surrounding scene.","it’s","44","48","","","","","",""
"g2-its-its-0204","ITS_ITS","During art club, the tables stayed busy. Its been enormous since early morning. The notebook also contained two unrelated spelling slips.","Its","41","44","","","","","",""
"g2-its-its-0391","ITS_ITS","After the long journey, nobody hurried. In the unseen picture, the label beside the arrow might be its. The writer had not yet revised the response.","its","99","102","","","","","",""
"g2-its-its-0085","ITS_ITS","A bell sounded across the empty yard. The machine kept Its bicycles near the entrance. Everyone understood the surrounding scene.","Its","55","58","","","","","",""
"g2-its-its-0197","ITS_ITS","Just before dusk, the clouds turned orange. Its nervous beside the open window. The class discussed why context mattered.","Its","44","47","","","","","",""
"g2-its-its-0016","ITS_ITS","The coach placed a clipboard on the bench. The museum kept its toy near the entrance. Nobody changed the original wording.","its","59","62","","","","","",""
"g2-its-its-0282","ITS_ITS","After lunch, everyone returned quietly. its been happy since early morning. A second reader interpreted the passage independently.","its","40","43","","","","","",""
"g2-its-its-0074","ITS_ITS","A margin note mentioned “it's” as a word form. The morning began with an unexpected puzzle. it's fast beside the open window. The next page contained a different example.","it's","92","96","","","","","",""
"g2-its-its-0351","ITS_ITS","The unfinished note about its running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","its","26","29","","","","","",""
"g2-its-its-0064","ITS_ITS","During art club, the tables stayed busy. The dog kept Its answer near the entrance. The next page contained a different example.","Its","54","57","","","","","",""
"g2-its-its-0289","ITS_ITS","The youngest pupil reread the instructions. The fox kept it's lantern near the entrance. A second reader interpreted the passage independently.","it's","57","61","","","","","",""
"g2-its-its-0369","ITS_ITS","The youngest pupil reread the instructions. Leo wrote quickly the lights went out its the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","its","82","85","","","","","",""
"g2-its-its-0159","ITS_ITS","A small crowd waited near the noticeboard. its been cold since early morning. The sentence stood on its own in the draft.","its","43","46","","","","","",""
"g2-its-its-0354","ITS_ITS","The morning began with an unexpected puzzle. The unfinished note about it's running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","it's","71","75","","","","","",""
"g2-its-its-0132","ITS_ITS","The caretaker unlocked the side entrance. it's been patient since early morning. No answer choices were visible.","it's","42","46","","","","","",""
"g2-its-its-0020","ITS_ITS","The final clue appeared beneath a blue card. it's happy beside the open window. Nobody changed the original wording.","it's","45","49","","","","","",""
"g2-its-its-0291","ITS_ITS","After the long journey, nobody hurried. its been awake since early morning. A second reader interpreted the passage independently.","its","40","43","","","","","",""
"g2-its-its-0176","ITS_ITS","The coach placed a clipboard on the bench. Its ready beside the open window. A later paragraph changed the subject.","Its","43","46","","","","","",""
"g2-its-its-0230","ITS_ITS","By the window, three plants leaned toward the light. its happy beside the open window. Weather and whether were discussed as an unrelated near-homophone pair.","its","53","56","","","","","",""
"g2-its-its-0079","ITS_ITS","A small crowd waited near the noticeboard. The dog kept its tickets near the entrance. The next page contained a different example.","its","56","59","","","","","",""
"g2-its-its-0308","ITS_ITS","In the kitchen, a timer clicked twice. Maybe It's ... because the next page is missing. The surrounding paragraph remained available for review.","It's","45","49","","","","","",""
"g2-its-its-0146","ITS_ITS","The note arrived on a windy Tuesday. it's wet beside the open window. The sentence stood on its own in the draft.","it's","37","41","","","","","",""
"g2-its-its-0140","ITS_ITS","The final clue appeared beneath a blue card. it's small beside the open window. No answer choices were visible.","it's","45","49","","","","","",""
"g2-its-its-0139","ITS_ITS","A small crowd waited near the noticeboard. The museum kept its answer near the entrance. No answer choices were visible.","its","59","62","","","","","",""
"g2-its-its-0024","ITS_ITS","During art club, the tables stayed busy. it's been brilliant since early morning. The detail mattered to the whole story.","it's","41","45","","","","","",""
"g2-its-its-0066","ITS_ITS","The note arrived on a windy Tuesday. it's been enormous since early morning. The next page contained a different example.","it's","37","41","","","","","",""
"g2-its-its-0378","ITS_ITS","The science group compared yesterday's notes. Esme wrote quickly the lights went out It’s the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","It’s","85","89","","","","","",""
"g2-its-its-0384","ITS_ITS","During art club, the tables stayed busy. In the unseen picture, the label beside the arrow might be it's. The writer had not yet revised the response.","it's","100","104","","","","","",""
"g2-its-its-0211","ITS_ITS","After the long journey, nobody hurried. The museum kept It's pencils near the entrance. The notebook also contained two unrelated spelling slips.","It's","56","60","","","","","",""
"g2-its-its-0273","ITS_ITS","its been tired since early morning. The teacher preserved the learner's original phrasing.","its","0","3","","","","","",""
"g2-its-its-0051","ITS_ITS","After the long journey, nobody hurried. it's been patient since early morning. A partner checked the line once more.","it's","40","44","","","","","",""
"g2-its-its-0395","ITS_ITS","Once the music ended, the hall became still. In the unseen picture, the label beside the arrow might be its. The writer had not yet revised the response.","its","104","107","","","","","",""
"g2-its-its-0027","ITS_ITS","Before rehearsal, the group counted slowly. it's been fast since early morning. The detail mattered to the whole story.","it's","44","48","","","","","",""
"g2-its-its-0245","ITS_ITS","A bell sounded across the empty yard. its patient beside the open window. The author was describing a real event.","its","38","41","","","","","",""
"g2-its-its-0392","ITS_ITS","The caretaker unlocked the side entrance. In the unseen picture, the label beside the arrow might be It's. The writer had not yet revised the response.","It's","101","105","","","","","",""
"g2-its-its-0010","ITS_ITS","By the window, three plants leaned toward the light. The school kept its bicycles near the entrance. Nobody changed the original wording.","its","69","72","","","","","",""
"g2-its-its-0168","ITS_ITS","In the kitchen, a timer clicked twice. its been ready since early morning. A later paragraph changed the subject.","its","39","42","","","","","",""
"g2-its-its-0080","ITS_ITS","The final clue appeared beneath a blue card. it's wet beside the open window. The next page contained a different example.","it's","45","49","","","","","",""
"g2-its-its-0234","ITS_ITS","its been awake since early morning. Weather and whether were discussed as an unrelated near-homophone pair.","its","0","3","","","","","",""
"g2-its-its-0312","ITS_ITS","Maybe it’s ... because the next page is missing. The surrounding paragraph remained available for review.","it’s","6","10","","","","","",""
"g2-its-its-0236","ITS_ITS","The coach placed a clipboard on the bench. its heavy beside the open window. Weather and whether were discussed as an unrelated near-homophone pair.","its","43","46","","","","","",""
"g2-its-its-0367","ITS_ITS","Before rehearsal, the group counted slowly. Esme wrote quickly the lights went out its the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","its","83","86","","","","","",""
"g2-its-its-0350","ITS_ITS","By the window, three plants leaned toward the light. The unfinished note about It's running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","It's","79","83","","","","","",""
"g2-its-its-0161","ITS_ITS","At sunrise, the class checked its plan. its curious beside the open window. A later paragraph changed the subject.","its","40","43","","","","","",""
"g2-its-its-0223","ITS_ITS","The rain stopped before the gate opened. The dog kept it's bag near the entrance. Weather and whether were discussed as an unrelated near-homophone pair.","it's","54","58","","","","","",""
"g2-its-its-0259","ITS_ITS","A margin note mentioned “it's” as a word form. A small crowd waited near the noticeboard. The dog kept it's sandwiches near the entrance. The author was describing a real event.","it's","103","107","","","","","",""
"g2-its-its-0400","ITS_ITS","The final clue appeared beneath a blue card. In the unseen picture, the label beside the arrow might be it’s. The writer had not yet revised the response.","it’s","104","108","","","","","",""
"g2-its-its-0123","ITS_ITS","The rain stopped before the gate opened. it's been enormous since early morning. No answer choices were visible.","it's","41","45","","","","","",""
"g2-its-its-0162","ITS_ITS","After lunch, everyone returned quietly. Its been brilliant since early morning. A later paragraph changed the subject.","Its","40","43","","","","","",""
"g2-its-its-0160","ITS_ITS","The final clue appeared beneath a blue card. The museum kept it's bicycles near the entrance. The sentence stood on its own in the draft.","it's","61","65","","","","","",""
"g2-its-its-0210","ITS_ITS","By the window, three plants leaned toward the light. its been delighted since early morning. The notebook also contained two unrelated spelling slips.","its","53","56","","","","","",""
"g2-its-its-0076","ITS_ITS","The coach placed a clipboard on the bench. The boat kept its book near the entrance. The next page contained a different example.","its","57","60","","","","","",""
"g2-its-its-0397","ITS_ITS","Just before dusk, the clouds turned orange. In the unseen picture, the label beside the arrow might be its. The writer had not yet revised the response.","its","103","106","","","","","",""
"g2-its-its-0314","ITS_ITS","The morning began with an unexpected puzzle. Maybe it's ... because the next page is missing. The surrounding paragraph remained available for review.","it's","51","55","","","","","",""
"g2-its-its-0077","ITS_ITS","Just before dusk, the clouds turned orange. it's awake beside the open window. The next page contained a different example.","it's","44","48","","","","","",""
"g2-its-its-0386","ITS_ITS","The note arrived on a windy Tuesday. In the unseen picture, the label beside the arrow might be itʼs. The writer had not yet revised the response.","itʼs","96","100","","","","","",""
"g2-its-its-0056","ITS_ITS","The coach placed a clipboard on the bench. it’s tired beside the open window. A partner checked the line once more.","it’s","43","47","","","","","",""
"g2-its-its-0375","ITS_ITS","Once the music ended, the hall became still. Luca wrote quickly the lights went out its the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","its","84","87","","","","","",""
"g2-its-its-0334","ITS_ITS","The morning began with an unexpected puzzle. Esme copied “it’s” onto a vocabulary card. The short line came from an imperfect first draft.","it’s","58","62","","","","","",""
"g2-its-its-0036","ITS_ITS","The coach placed a clipboard on the bench. It's been wrong since early morning. The detail mattered to the whole story.","It's","43","47","","","","","",""
"g2-its-its-0319","ITS_ITS","📝 A small crowd waited near the noticeboard. Maybe its ... because the next page is missing. The surrounding paragraph remained available for review.","its","52","55","","","","","",""
"g2-its-its-0278","ITS_ITS","The science group compared yesterday's notes. its cold beside the open window. The teacher preserved the learner's original phrasing.","its","46","49","","","","","",""
"g2-its-its-0104","ITS_ITS","it's right beside the open window. The writer left the punctuation exactly as shown.","it's","0","4","","","","","",""
"g2-its-its-0394","ITS_ITS","The morning began with an unexpected puzzle. In the unseen picture, the label beside the arrow might be it's. The writer had not yet revised the response.","it's","104","108","","","","","",""
"g2-its-its-0097","ITS_ITS","Just before dusk, the clouds turned orange. The school kept its team near the entrance. Everyone understood the surrounding scene.","its","60","63","","","","","",""
"g2-its-its-0044","ITS_ITS","During art club, the tables stayed busy. it's kind beside the open window. A partner checked the line once more.","it's","41","45","","","","","",""
"g2-its-its-0318","ITS_ITS","The science group compared yesterday's notes. Maybe itʼs ... because the next page is missing. The surrounding paragraph remained available for review.","itʼs","52","56","","","","","",""
"g2-its-its-0137","ITS_ITS","Just before dusk, the clouds turned orange. itʼs enormous beside the open window. No answer choices were visible.","itʼs","44","48","","","","","",""
"g2-its-its-0374","ITS_ITS","The morning began with an unexpected puzzle. Noah wrote quickly the lights went out it's the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","it's","84","88","","","","","",""
"g2-its-its-0101","ITS_ITS","At sunrise, the class checked its plan. it's patient beside the open window. The writer left the punctuation exactly as shown.","it's","40","44","","","","","",""
"g2-its-its-0238","ITS_ITS","The science group compared yesterday's notes. The fox kept it's lantern near the entrance. Weather and whether were discussed as an unrelated near-homophone pair.","it's","59","63","","","","","",""
"g2-its-its-0383","ITS_ITS","The rain stopped before the gate opened. In the unseen picture, the label beside the arrow might be its. The writer had not yet revised the response.","its","100","103","","","","","",""
"g2-its-its-0252","ITS_ITS","The caretaker unlocked the side entrance. its been curious since early morning. The author was describing a real event.","its","42","45","","","","","",""
"g2-its-its-0325","ITS_ITS","Nia copied “its” onto a vocabulary card. The short line came from an imperfect first draft.","its","12","15","","","","","",""
"g2-its-its-0070","ITS_ITS","By the window, three plants leaned toward the light. The machine kept its house near the entrance. The next page contained a different example.","its","70","73","","","","","",""
"g2-its-its-0061","ITS_ITS","At sunrise, the class checked its plan. The school kept its pencils near the entrance. The next page contained a different example.","its","56","59","","","","","",""
"g2-its-its-0083","ITS_ITS","The rain stopped before the gate opened. it's fragile beside the open window. Everyone understood the surrounding scene.","it's","41","45","","","","","",""
"g2-its-its-0250","ITS_ITS","By the window, three plants leaned toward the light. The machine kept it's coat near the entrance. The author was describing a real event.","it's","70","74","","","","","",""
"g2-its-its-0389","ITS_ITS","The youngest pupil reread the instructions. In the unseen picture, the label beside the arrow might be its. The writer had not yet revised the response.","its","103","106","","","","","",""
"g2-its-its-0220","ITS_ITS","The final clue appeared beneath a blue card. The boat kept it's garden near the entrance. The notebook also contained two unrelated spelling slips.","it's","59","63","","","","","",""
"g2-its-its-0092","ITS_ITS","The caretaker unlocked the side entrance. It's heavy beside the open window. Everyone understood the surrounding scene.","It's","42","46","","","","","",""
"g2-its-its-0093","ITS_ITS","A robin landed beside the chalk line. it's been right since early morning. Everyone understood the surrounding scene.","it's","38","42","","","","","",""
"g2-its-its-0183","ITS_ITS","The rain stopped before the gate opened. Its been wet since early morning. The class discussed why context mattered.","Its","41","44","","","","","",""
"g2-its-its-0348","ITS_ITS","📝 In the kitchen, a timer clicked twice. The unfinished note about it's running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","it's","68","72","","","","","",""
"g2-its-its-0190","ITS_ITS","By the window, three plants leaned toward the light. The school kept It's tail near the entrance. The class discussed why context mattered.","It's","69","73","","","","","",""
"g2-its-its-0155","ITS_ITS","Once the music ended, the hall became still. Its awake beside the open window. The sentence stood on its own in the draft.","Its","45","48","","","","","",""
"g2-its-its-0203","ITS_ITS","📝 The rain stopped before the gate opened. its excited beside the open window. The notebook also contained two unrelated spelling slips.","its","44","47","","","","","",""
"g2-its-its-0251","ITS_ITS","After the long journey, nobody hurried. its silent beside the open window. The author was describing a real event.","its","40","43","","","","","",""
"g2-its-its-0362","ITS_ITS","After lunch, everyone returned quietly. Iris wrote quickly the lights went out it's the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","it's","79","83","","","","","",""
"g2-its-its-0040","ITS_ITS","The final clue appeared beneath a blue card. The boat kept its tail near the entrance. The detail mattered to the whole story.","its","59","62","","","","","",""
"g2-its-its-0171","ITS_ITS","After the long journey, nobody hurried. its been curious since early morning. A later paragraph changed the subject.","its","40","43","","","","","",""
"g2-its-its-0041","ITS_ITS","At sunrise, the class checked its plan. it's brilliant beside the open window. A partner checked the line once more.","it's","40","44","","","","","",""
"g2-its-its-0305","ITS_ITS","A bell sounded across the empty yard. Maybe its ... because the next page is missing. The surrounding paragraph remained available for review.","its","44","47","","","","","",""
"g2-its-its-0275","ITS_ITS","Once the music ended, the hall became still. its nervous beside the open window. The teacher preserved the learner's original phrasing.","its","45","48","","","","","",""
"g2-its-its-0112","ITS_ITS","The caretaker unlocked the side entrance. The boat kept its rucksack near the entrance. The writer left the punctuation exactly as shown.","its","56","59","","","","","",""
"g2-its-its-0346","ITS_ITS","The note arrived on a windy Tuesday. The unfinished note about it's running leaves possession and contraction unresolved. The focus occurrence was not copied from a heading.","it's","63","67","","","","","",""
"g2-its-its-0182","ITS_ITS","its wrong beside the open window. The class discussed why context mattered.","its","0","3","","","","","",""
"g2-its-its-0213","ITS_ITS","A robin landed beside the chalk line. its been patient since early morning. The notebook also contained two unrelated spelling slips.","its","38","41","","","","","",""
"g2-its-its-0286","ITS_ITS","The machine kept it's pencils near the entrance. A second reader interpreted the passage independently.","it's","17","21","","","","","",""
"g2-its-its-0272","ITS_ITS","The caretaker unlocked the side entrance. its friendly beside the open window. The teacher preserved the learner's original phrasing.","its","42","45","","","","","",""
"g2-its-its-0053","ITS_ITS","A robin landed beside the chalk line. it's nervous beside the open window. A partner checked the line once more.","it's","38","42","","","","","",""
"g2-its-its-0121","ITS_ITS","At sunrise, the class checked its plan. The machine kept its house near the entrance. No answer choices were visible.","its","57","60","","","","","",""
"g2-its-its-0045","ITS_ITS","A bell sounded across the empty yard. it’s been wet since early morning. A partner checked the line once more.","it’s","38","42","","","","","",""
"g2-its-its-0107","ITS_ITS","Before rehearsal, the group counted slowly. it's silent beside the open window. The writer left the punctuation exactly as shown.","it's","44","48","","","","","",""
"g2-its-its-0322","ITS_ITS","After lunch, everyone returned quietly. Omar copied “It's” onto a vocabulary card. The short line came from an imperfect first draft.","It's","53","57","","","","","",""
"g2-its-its-0172","ITS_ITS","The caretaker unlocked the side entrance. The dog kept it's team near the entrance. A later paragraph changed the subject.","it's","55","59","","","","","",""
"g2-its-its-0311","ITS_ITS","After the long journey, nobody hurried. Maybe its ... because the next page is missing. The surrounding paragraph remained available for review.","its","46","49","","","","","",""
"g2-its-its-0328","ITS_ITS","In the kitchen, a timer clicked twice. Zoe copied “it's” onto a vocabulary card. The short line came from an imperfect first draft.","it's","51","55","","","","","",""
"g2-its-its-0156","ITS_ITS","its been careful since early morning. The sentence stood on its own in the draft.","its","0","3","","","","","",""
"g2-its-its-0084","ITS_ITS","During art club, the tables stayed busy. it's been small since early morning. Everyone understood the surrounding scene.","it's","41","45","","","","","",""
