"case_id","family","source_text","focus_surface","start_utf16","end_utf16","classification","intended_alternative","supported_construction_status","ambiguity_or_exclusion_reason","confidence","rationale"
"g2-there-their-theyre-0003","THERE_THEIR_THEYRE","The rain stopped before the gate opened. their pencils looked small after the journey. Nobody changed the original wording.","their","41","46","","","","","",""
"g2-there-their-theyre-0262","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Iris left the hamster over they're. The teacher preserved the learner's original phrasing.","they're","67","74","","","","","",""
"g2-there-their-theyre-0074","THERE_THEIR_THEYRE","A margin note mentioned “there” as a word form. The morning began with an unexpected puzzle. Noah left the shells over there. The next page contained a different example.","there","119","124","","","","","",""
"g2-there-their-theyre-0038","THERE_THEIR_THEYRE","The science group compared yesterday's notes. Ari left the blanket over there. The detail mattered to the whole story.","there","72","77","","","","","",""
"g2-there-their-theyre-0075","THERE_THEIR_THEYRE","Once the music ended, the hall became still. their blanket looked careful after the journey. The next page contained a different example.","their","45","50","","","","","",""
"g2-there-their-theyre-0271","THERE_THEIR_THEYRE","After the long journey, nobody hurried. there sandwiches looked curious after the journey. The teacher preserved the learner's original phrasing.","there","40","45","","","","","",""
"g2-there-their-theyre-0107","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. their hamster looked heavy after the journey. The writer left the punctuation exactly as shown.","their","44","49","","","","","",""
"g2-there-their-theyre-0283","THERE_THEIR_THEYRE","The rain stopped before the gate opened. there notebook looked wet after the journey. A second reader interpreted the passage independently.","there","41","46","","","","","",""
"g2-there-their-theyre-0041","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. there is a shells beside the gate. A partner checked the line once more.","there","40","45","","","","","",""
"g2-there-their-theyre-0121","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. there is a tail beside the gate. No answer choices were visible.","there","40","45","","","","","",""
"g2-there-their-theyre-0047","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. their rucksack looked enormous after the journey. A partner checked the line once more.","their","44","49","","","","","",""
"g2-there-their-theyre-0172","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. their wet about tomorrow's visit. A later paragraph changed the subject.","their","42","47","","","","","",""
"g2-there-their-theyre-0104","THERE_THEIR_THEYRE","they're right about tomorrow's visit. The writer left the punctuation exactly as shown.","they're","0","7","","","","","",""
"g2-there-their-theyre-0395","THERE_THEIR_THEYRE","Once the music ended, the hall became still. In the unseen picture, the label beside the arrow might be their. The writer had not yet revised the response.","their","104","109","","","","","",""
"g2-there-their-theyre-0180","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. their friendly about tomorrow's visit. A later paragraph changed the subject.","their","45","50","","","","","",""
"g2-there-their-theyre-0349","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. The editor debated whether there running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","there","71","76","","","","","",""
"g2-there-their-theyre-0034","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. Esme left the shells over there. The detail mattered to the whole story.","there","71","76","","","","","",""
"g2-there-their-theyre-0063","THERE_THEIR_THEYRE","The rain stopped before the gate opened. their project looked happy after the journey. The next page contained a different example.","their","41","46","","","","","",""
"g2-there-their-theyre-0021","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. there is a notebook beside the gate. The detail mattered to the whole story.","there","40","45","","","","","",""
"g2-there-their-theyre-0054","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. Ruby left the notebook over there. A partner checked the line once more.","there","73","78","","","","","",""
"g2-there-their-theyre-0206","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Iris left the helmets over they're. The notebook also contained two unrelated spelling slips.","they're","64","71","","","","","",""
"g2-there-their-theyre-0351","THERE_THEIR_THEYRE","The editor debated whether they're running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","they're","27","34","","","","","",""
"g2-there-their-theyre-0109","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. there is a toy beside the gate. The writer left the punctuation exactly as shown.","there","44","49","","","","","",""
"g2-there-their-theyre-0353","THERE_THEIR_THEYRE","A robin landed beside the chalk line. The editor debated whether their running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","their","65","70","","","","","",""
"g2-there-their-theyre-0263","THERE_THEIR_THEYRE","The rain stopped before the gate opened. there project looked happy after the journey. The teacher preserved the learner's original phrasing.","there","41","46","","","","","",""
"g2-there-their-theyre-0028","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. they're wet about tomorrow's visit. The detail mattered to the whole story.","they're","39","46","","","","","",""
"g2-there-their-theyre-0313","THERE_THEIR_THEYRE","A robin landed beside the chalk line. Maybe there ... because the next page is missing. The surrounding paragraph remained available for review.","there","44","49","","","","","",""
"g2-there-their-theyre-0166","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Omar left the helmets over they’re. A later paragraph changed the subject.","they’re","64","71","","","","","",""
"g2-there-their-theyre-0233","THERE_THEIR_THEYRE","A robin landed beside the chalk line. their is a bicycles beside the gate. Weather and whether were discussed as an unrelated near-homophone pair.","their","38","43","","","","","",""
"g2-there-their-theyre-0186","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Luca left the sandwiches over they're. The class discussed why context mattered.","they're","67","74","","","","","",""
"g2-there-their-theyre-0394","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. In the unseen picture, the label beside the arrow might be there. The writer had not yet revised the response.","there","104","109","","","","","",""
"g2-there-their-theyre-0023","THERE_THEIR_THEYRE","The rain stopped before the gate opened. their shells looked excited after the journey. The detail mattered to the whole story.","their","41","46","","","","","",""
"g2-there-their-theyre-0005","THERE_THEIR_THEYRE","A bell sounded across the empty yard. there is a blanket beside the gate. Nobody changed the original wording.","there","38","43","","","","","",""
"g2-there-their-theyre-0364","THERE_THEIR_THEYRE","Luca wrote quickly the lights went out There the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","There","39","44","","","","","",""
"g2-there-their-theyre-0089","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. there is a bicycles beside the gate. Everyone understood the surrounding scene.","there","44","49","","","","","",""
"g2-there-their-theyre-0032","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. they're ready about tomorrow's visit. The detail mattered to the whole story.","they're","42","49","","","","","",""
"g2-there-their-theyre-0069","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. there is a tickets beside the gate. The next page contained a different example.","there","44","49","","","","","",""
"g2-there-their-theyre-0279","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. there rucksack looked friendly after the journey. The teacher preserved the learner's original phrasing.","there","43","48","","","","","",""
"g2-there-their-theyre-0239","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. There notebook looked useful after the journey. Weather and whether were discussed as an unrelated near-homophone pair.","There","43","48","","","","","",""
"g2-there-their-theyre-0329","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. Iris copied “Their” onto a vocabulary card. The short line came from an imperfect first draft.","Their","57","62","","","","","",""
"g2-there-their-theyre-0240","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. their kind about tomorrow's visit. Weather and whether were discussed as an unrelated near-homophone pair.","their","45","50","","","","","",""
"g2-there-their-theyre-0275","THERE_THEIR_THEYRE","Once the music ended, the hall became still. there blanket looked careful after the journey. The teacher preserved the learner's original phrasing.","there","45","50","","","","","",""
"g2-there-their-theyre-0002","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Leo left the notebook over there. Nobody changed the original wording.","there","67","72","","","","","",""
"g2-there-their-theyre-0053","THERE_THEIR_THEYRE","A robin landed beside the chalk line. there is a lantern beside the gate. A partner checked the line once more.","there","38","43","","","","","",""
"g2-there-their-theyre-0169","THERE_THEIR_THEYRE","Their is a dog beside the gate. A later paragraph changed the subject.","Their","0","5","","","","","",""
"g2-there-their-theyre-0132","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. they're wet about tomorrow's visit. No answer choices were visible.","they're","42","49","","","","","",""
"g2-there-their-theyre-0267","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. There lantern looked delighted after the journey. The teacher preserved the learner's original phrasing.","There","44","49","","","","","",""
"g2-there-their-theyre-0249","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. their is a lantern beside the gate. The author was describing a real event.","their","44","49","","","","","",""
"g2-there-their-theyre-0024","THERE_THEIR_THEYRE","During art club, the tables stayed busy. they're wrong about tomorrow's visit. The detail mattered to the whole story.","they're","41","48","","","","","",""
"g2-there-their-theyre-0160","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. their cold about tomorrow's visit. The sentence stood on its own in the draft.","their","45","50","","","","","",""
"g2-there-their-theyre-0215","THERE_THEIR_THEYRE","Once the music ended, the hall became still. there bicycles looked awake after the journey. The notebook also contained two unrelated spelling slips.","there","45","50","","","","","",""
"g2-there-their-theyre-0173","THERE_THEIR_THEYRE","A robin landed beside the chalk line. their is a helmets beside the gate. A later paragraph changed the subject.","their","38","43","","","","","",""
"g2-there-their-theyre-0341","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. The editor debated whether their running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","their","67","72","","","","","",""
"g2-there-their-theyre-0146","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Leo left the notebook over there. The sentence stood on its own in the draft.","there","64","69","","","","","",""
"g2-there-their-theyre-0221","THERE_THEIR_THEYRE","their is a pencils beside the gate. Weather and whether were discussed as an unrelated near-homophone pair.","their","0","5","","","","","",""
"g2-there-their-theyre-0196","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. their right about tomorrow's visit. The class discussed why context mattered.","their","43","48","","","","","",""
"g2-there-their-theyre-0155","THERE_THEIR_THEYRE","Once the music ended, the hall became still. There helmets looked wrong after the journey. The sentence stood on its own in the draft.","There","45","50","","","","","",""
"g2-there-their-theyre-0051","THERE_THEIR_THEYRE","After the long journey, nobody hurried. their hamster looked patient after the journey. A partner checked the line once more.","their","40","45","","","","","",""
"g2-there-their-theyre-0120","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. Theyʼre cold about tomorrow's visit. The writer left the punctuation exactly as shown.","Theyʼre","45","52","","","","","",""
"g2-there-their-theyre-0219","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. there blanket looked brilliant after the journey. The notebook also contained two unrelated spelling slips.","there","43","48","","","","","",""
"g2-there-their-theyre-0227","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. there sandwiches looked fast after the journey. Weather and whether were discussed as an unrelated near-homophone pair.","there","44","49","","","","","",""
"g2-there-their-theyre-0136","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. they're kind about tomorrow's visit. No answer choices were visible.","they're","43","50","","","","","",""
"g2-there-their-theyre-0298","THERE_THEIR_THEYRE","The science group compared yesterday's notes. Ruby left the tickets over they’re. A second reader interpreted the passage independently.","they’re","73","80","","","","","",""
"g2-there-their-theyre-0127","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. Their sandwiches looked fast after the journey. No answer choices were visible.","Their","44","49","","","","","",""
"g2-there-their-theyre-0316","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. Maybe there ... because the next page is missing. The surrounding paragraph remained available for review.","there","49","54","","","","","",""
"g2-there-their-theyre-0389","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. In the unseen picture, the label beside the arrow might be their. The writer had not yet revised the response.","their","103","108","","","","","",""
"g2-there-their-theyre-0018","THERE_THEIR_THEYRE","The science group compared yesterday's notes. Iris left the pencils over there. Nobody changed the original wording.","there","73","78","","","","","",""
"g2-there-their-theyre-0282","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Ari left the lantern over they're. A second reader interpreted the passage independently.","they're","66","73","","","","","",""
"g2-there-their-theyre-0123","THERE_THEIR_THEYRE","The rain stopped before the gate opened. their lantern looked enormous after the journey. No answer choices were visible.","their","41","46","","","","","",""
"g2-there-their-theyre-0207","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. there project looked heavy after the journey. The notebook also contained two unrelated spelling slips.","there","44","49","","","","","",""
"g2-there-their-theyre-0274","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. Noah left the project over They're. The teacher preserved the learner's original phrasing.","They're","72","79","","","","","",""
"g2-there-their-theyre-0287","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. there tickets looked ready after the journey. A second reader interpreted the passage independently.","there","44","49","","","","","",""
"g2-there-their-theyre-0297","THERE_THEIR_THEYRE","Just before dusk, the clouds turned orange. their is a sandwiches beside the gate. A second reader interpreted the passage independently.","their","44","49","","","","","",""
"g2-there-their-theyre-0148","THERE_THEIR_THEYRE","A margin note mentioned “They're” as a word form. In the kitchen, a timer clicked twice. They're tired about tomorrow's visit. The sentence stood on its own in the draft.","They're","89","96","","","","","",""
"g2-there-their-theyre-0373","THERE_THEIR_THEYRE","A robin landed beside the chalk line. Iris wrote quickly the lights went out there the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","there","77","82","","","","","",""
"g2-there-their-theyre-0238","THERE_THEIR_THEYRE","The science group compared yesterday's notes. Ari left the sandwiches over they're. Weather and whether were discussed as an unrelated near-homophone pair.","they're","75","82","","","","","",""
"g2-there-their-theyre-0252","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. their tired about tomorrow's visit. The author was describing a real event.","their","42","47","","","","","",""
"g2-there-their-theyre-0314","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. Maybe their ... because the next page is missing. The surrounding paragraph remained available for review.","their","51","56","","","","","",""
"g2-there-their-theyre-0086","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Luca left the lantern over there. Everyone understood the surrounding scene.","there","64","69","","","","","",""
"g2-there-their-theyre-0356","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. The editor debated whether their running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","their","70","75","","","","","",""
"g2-there-their-theyre-0216","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. their happy about tomorrow's visit. The notebook also contained two unrelated spelling slips.","their","43","48","","","","","",""
"g2-there-their-theyre-0337","THERE_THEIR_THEYRE","Just before dusk, the clouds turned orange. Sam copied “there” onto a vocabulary card. The short line came from an imperfect first draft.","there","56","61","","","","","",""
"g2-there-their-theyre-0369","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. Leo wrote quickly the lights went out theyʼre the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","theyʼre","82","89","","","","","",""
"g2-there-their-theyre-0133","THERE_THEIR_THEYRE","A robin landed beside the chalk line. there is a answer beside the gate. No answer choices were visible.","there","38","43","","","","","",""
"g2-there-their-theyre-0214","THERE_THEIR_THEYRE","The morning began with an unexpected puzzle. Nia left the pencils over they're. The notebook also contained two unrelated spelling slips.","they're","71","78","","","","","",""
"g2-there-their-theyre-0061","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. there is a house beside the gate. The next page contained a different example.","there","40","45","","","","","",""
"g2-there-their-theyre-0162","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Iris left the pencils over They're. A later paragraph changed the subject.","They're","67","74","","","","","",""
"g2-there-their-theyre-0179","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. there lantern looked friendly after the journey. A later paragraph changed the subject.","there","43","48","","","","","",""
"g2-there-their-theyre-0232","THERE_THEIR_THEYRE","📝 The caretaker unlocked the side entrance. Their small about tomorrow's visit. Weather and whether were discussed as an unrelated near-homophone pair.","Their","45","50","","","","","",""
"g2-there-their-theyre-0375","THERE_THEIR_THEYRE","Once the music ended, the hall became still. Luca wrote quickly the lights went out they're the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","they're","84","91","","","","","",""
"g2-there-their-theyre-0181","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. their is a bag beside the gate. The class discussed why context mattered.","their","40","45","","","","","",""
"g2-there-their-theyre-0199","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. there helmets looked excited after the journey. The class discussed why context mattered.","there","43","48","","","","","",""
"g2-there-their-theyre-0317","THERE_THEIR_THEYRE","Just before dusk, the clouds turned orange. Maybe their ... because the next page is missing. The surrounding paragraph remained available for review.","their","50","55","","","","","",""
"g2-there-their-theyre-0020","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. they're happy about tomorrow's visit. Nobody changed the original wording.","they're","45","52","","","","","",""
"g2-there-their-theyre-0100","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. they’re fast about tomorrow's visit. Everyone understood the surrounding scene.","they’re","45","52","","","","","",""
"g2-there-their-theyre-0170","THERE_THEIR_THEYRE","By the window, three plants leaned toward the light. Sam left the project over they're. A later paragraph changed the subject.","they're","79","86","","","","","",""
"g2-there-their-theyre-0077","THERE_THEIR_THEYRE","Just before dusk, the clouds turned orange. there is a pencils beside the gate. The next page contained a different example.","there","44","49","","","","","",""
"g2-there-their-theyre-0386","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. In the unseen picture, the label beside the arrow might be their. The writer had not yet revised the response.","their","96","101","","","","","",""
"g2-there-their-theyre-0141","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. There is a bicycles beside the gate. The sentence stood on its own in the draft.","There","40","45","","","","","",""
"g2-there-their-theyre-0225","THERE_THEIR_THEYRE","A bell sounded across the empty yard. Their is a helmets beside the gate. Weather and whether were discussed as an unrelated near-homophone pair.","Their","38","43","","","","","",""
"g2-there-their-theyre-0076","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. they're friendly about tomorrow's visit. The next page contained a different example.","they're","43","50","","","","","",""
"g2-there-their-theyre-0017","THERE_THEIR_THEYRE","Just before dusk, the clouds turned orange. there is a tickets beside the gate. Nobody changed the original wording.","there","44","49","","","","","",""
"g2-there-their-theyre-0361","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. Zoe wrote quickly the lights went out there the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","there","78","83","","","","","",""
"g2-there-their-theyre-0044","THERE_THEIR_THEYRE","During art club, the tables stayed busy. they're kind about tomorrow's visit. A partner checked the line once more.","they're","41","48","","","","","",""
"g2-there-their-theyre-0027","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. their sandwiches looked fast after the journey. The detail mattered to the whole story.","their","44","49","","","","","",""
"g2-there-their-theyre-0295","THERE_THEIR_THEYRE","Once the music ended, the hall became still. There hamster looked silent after the journey. A second reader interpreted the passage independently.","There","45","50","","","","","",""
"g2-there-their-theyre-0272","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. their friendly about tomorrow's visit. The teacher preserved the learner's original phrasing.","their","42","47","","","","","",""
"g2-there-their-theyre-0292","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. their tired about tomorrow's visit. A second reader interpreted the passage independently.","their","42","47","","","","","",""
"g2-there-their-theyre-0150","THERE_THEIR_THEYRE","By the window, three plants leaned toward the light. Zoe left the rucksack over there. The sentence stood on its own in the draft.","there","80","85","","","","","",""
"g2-there-their-theyre-0224","THERE_THEIR_THEYRE","During art club, the tables stayed busy. their wet about tomorrow's visit. Weather and whether were discussed as an unrelated near-homophone pair.","their","41","46","","","","","",""
"g2-there-their-theyre-0183","THERE_THEIR_THEYRE","The rain stopped before the gate opened. There notebook looked wet after the journey. The class discussed why context mattered.","There","41","46","","","","","",""
"g2-there-their-theyre-0065","THERE_THEIR_THEYRE","there is a rucksack beside the gate. The next page contained a different example.","there","0","5","","","","","",""
"g2-there-their-theyre-0342","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. The editor debated whether they're running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","they're","67","74","","","","","",""
"g2-there-their-theyre-0231","THERE_THEIR_THEYRE","After the long journey, nobody hurried. there tickets looked right after the journey. Weather and whether were discussed as an unrelated near-homophone pair.","there","40","45","","","","","",""
"g2-there-their-theyre-0122","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Esme left the bicycles over there. No answer choices were visible.","there","68","73","","","","","",""
"g2-there-their-theyre-0190","THERE_THEIR_THEYRE","By the window, three plants leaned toward the light. Maya left the lantern over They're. The class discussed why context mattered.","They're","80","87","","","","","",""
"g2-there-their-theyre-0078","THERE_THEIR_THEYRE","Esme left the project over There. The next page contained a different example.","There","27","32","","","","","",""
"g2-there-their-theyre-0355","THERE_THEIR_THEYRE","Once the music ended, the hall became still. The editor debated whether there running was a noun phrase or an unfinished clause. The focus occurrence was not copied from a heading.","there","72","77","","","","","",""
"g2-there-their-theyre-0008","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. They're fast about tomorrow's visit. Nobody changed the original wording.","They're","39","46","","","","","",""
"g2-there-their-theyre-0147","THERE_THEIR_THEYRE","Before rehearsal, the group counted slowly. their pencils looked fragile after the journey. The sentence stood on its own in the draft.","their","44","49","","","","","",""
"g2-there-their-theyre-0072","THERE_THEIR_THEYRE","The caretaker unlocked the side entrance. they're happy about tomorrow's visit. The next page contained a different example.","they're","42","49","","","","","",""
"g2-there-their-theyre-0280","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. their kind about tomorrow's visit. The teacher preserved the learner's original phrasing.","their","45","50","","","","","",""
"g2-there-their-theyre-0303","THERE_THEIR_THEYRE","The rain stopped before the gate opened. Maybe they're ... because the next page is missing. The surrounding paragraph remained available for review.","they're","47","54","","","","","",""
"g2-there-their-theyre-0140","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. they're small about tomorrow's visit. No answer choices were visible.","they're","45","52","","","","","",""
"g2-there-their-theyre-0384","THERE_THEIR_THEYRE","During art club, the tables stayed busy. In the unseen picture, the label beside the arrow might be they're. The writer had not yet revised the response.","they're","100","107","","","","","",""
"g2-there-their-theyre-0091","THERE_THEIR_THEYRE","their rucksack looked delighted after the journey. Everyone understood the surrounding scene.","their","0","5","","","","","",""
"g2-there-their-theyre-0128","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. they're friendly about tomorrow's visit. No answer choices were visible.","they're","39","46","","","","","",""
"g2-there-their-theyre-0025","THERE_THEIR_THEYRE","A bell sounded across the empty yard. there is a dog beside the gate. The detail mattered to the whole story.","there","38","43","","","","","",""
"g2-there-their-theyre-0037","THERE_THEIR_THEYRE","A margin note mentioned “there” as a word form. Just before dusk, the clouds turned orange. there is a bag beside the gate. The detail mattered to the whole story.","there","92","97","","","","","",""
"g2-there-their-theyre-0080","THERE_THEIR_THEYRE","The final clue appeared beneath a blue card. they're wet about tomorrow's visit. The next page contained a different example.","they're","45","52","","","","","",""
"g2-there-their-theyre-0115","THERE_THEIR_THEYRE","Once the music ended, the hall became still. their bicycles looked awake after the journey. The writer left the punctuation exactly as shown.","their","45","50","","","","","",""
"g2-there-their-theyre-0242","THERE_THEIR_THEYRE","After lunch, everyone returned quietly. Ruby left the rucksack over they're. The author was describing a real event.","they're","68","75","","","","","",""
"g2-there-their-theyre-0153","THERE_THEIR_THEYRE","A robin landed beside the chalk line. their is a sandwiches beside the gate. The sentence stood on its own in the draft.","their","38","43","","","","","",""
"g2-there-their-theyre-0226","THERE_THEIR_THEYRE","The note arrived on a windy Tuesday. Sam left the bicycles over they're. Weather and whether were discussed as an unrelated near-homophone pair.","they're","64","71","","","","","",""
"g2-there-their-theyre-0301","THERE_THEIR_THEYRE","At sunrise, the class checked its plan. Maybe There ... because the next page is missing. The surrounding paragraph remained available for review.","There","46","51","","","","","",""
"g2-there-their-theyre-0296","THERE_THEIR_THEYRE","A margin note mentioned “their” as a word form. The coach placed a clipboard on the bench. their fast about tomorrow's visit. A second reader interpreted the passage independently.","their","91","96","","","","","",""
"g2-there-their-theyre-0228","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. their ready about tomorrow's visit. Weather and whether were discussed as an unrelated near-homophone pair.","their","39","44","","","","","",""
"g2-there-their-theyre-0009","THERE_THEIR_THEYRE","The youngest pupil reread the instructions. there is a sandwiches beside the gate. Nobody changed the original wording.","there","44","49","","","","","",""
"g2-there-their-theyre-0118","THERE_THEIR_THEYRE","The science group compared yesterday's notes. Iris left the hamster over there. The writer left the punctuation exactly as shown.","there","73","78","","","","","",""
"g2-there-their-theyre-0268","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. their ready about tomorrow's visit. The teacher preserved the learner's original phrasing.","their","39","44","","","","","",""
"g2-there-their-theyre-0273","THERE_THEIR_THEYRE","their is a pencils beside the gate. The teacher preserved the learner's original phrasing.","their","0","5","","","","","",""
"g2-there-their-theyre-0323","THERE_THEIR_THEYRE","The rain stopped before the gate opened. Esme copied “their” onto a vocabulary card. The short line came from an imperfect first draft.","their","54","59","","","","","",""
"g2-there-their-theyre-0168","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. their wrong about tomorrow's visit. A later paragraph changed the subject.","their","39","44","","","","","",""
"g2-there-their-theyre-0339","THERE_THEIR_THEYRE","A small crowd waited near the noticeboard. Zoe copied “they're” onto a vocabulary card. The short line came from an imperfect first draft.","they're","55","62","","","","","",""
"g2-there-their-theyre-0036","THERE_THEIR_THEYRE","The coach placed a clipboard on the bench. They're friendly about tomorrow's visit. The detail mattered to the whole story.","They're","43","50","","","","","",""
"g2-there-their-theyre-0048","THERE_THEIR_THEYRE","In the kitchen, a timer clicked twice. they're small about tomorrow's visit. A partner checked the line once more.","they're","39","46","","","","","",""
