"case_id","family","source_text","focus_surface","start_utf16","end_utf16","classification","intended_alternative","supported_construction_status","ambiguity_or_exclusion_reason","confidence","rationale"
"g2-to-too-two-0356","TO_TOO_TWO","The coach placed a clipboard on the bench. The partial line “running too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","too","69","72","","","","","",""
"g2-to-too-two-0387","TO_TOO_TWO","Before rehearsal, the group counted slowly. In the unseen picture, the label beside the arrow might be two. The writer had not yet revised the response.","two","103","106","","","","","",""
"g2-to-too-two-0328","TO_TOO_TWO","In the kitchen, a timer clicked twice. Zoe copied “to” onto a vocabulary card. The short line came from an imperfect first draft.","to","51","53","","","","","",""
"g2-to-too-two-0350","TO_TOO_TWO","By the window, three plants leaned toward the light. The partial line “running Too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","Too","79","82","","","","","",""
"g2-to-too-two-0066","TO_TOO_TWO","The note arrived on a windy Tuesday. Iris walked to the garden after lunch. The next page contained a different example.","to","49","51","","","","","",""
"g2-to-too-two-0105","TO_TOO_TWO","A bell sounded across the empty yard. Maya has two tickets in the cupboard. The writer left the punctuation exactly as shown.","two","47","50","","","","","",""
"g2-to-too-two-0193","TO_TOO_TWO","A robin landed beside the chalk line. Ari wants a ticket to. The class discussed why context mattered.","to","57","59","","","","","",""
"g2-to-too-two-0314","TO_TOO_TWO","The morning began with an unexpected puzzle. Maybe too ... because the next page is missing. The surrounding paragraph remained available for review.","too","51","54","","","","","",""
"g2-to-too-two-0145","TO_TOO_TWO","📝 A bell sounded across the empty yard. Maya has two cats in the cupboard. The sentence stood on its own in the draft.","two","50","53","","","","","",""
"g2-to-too-two-0338","TO_TOO_TWO","Ari copied “too” onto a vocabulary card. The short line came from an imperfect first draft.","too","12","15","","","","","",""
"g2-to-too-two-0300","TO_TOO_TWO","The final clue appeared beneath a blue card. Noah has too pencils in the cupboard. A second reader interpreted the passage independently.","too","54","57","","","","","",""
"g2-to-too-two-0269","TO_TOO_TWO","The youngest pupil reread the instructions. The hamster is to excited for this task. The teacher preserved the learner's original phrasing.","to","59","61","","","","","",""
"g2-to-too-two-0311","TO_TOO_TWO","After the long journey, nobody hurried. Maybe too ... because the next page is missing. The surrounding paragraph remained available for review.","too","46","49","","","","","",""
"g2-to-too-two-0391","TO_TOO_TWO","After the long journey, nobody hurried. In the unseen picture, the label beside the arrow might be to. The writer had not yet revised the response.","to","99","101","","","","","",""
"g2-to-too-two-0327","TO_TOO_TWO","Before rehearsal, the group counted slowly. Ari copied “two” onto a vocabulary card. The short line came from an imperfect first draft.","two","56","59","","","","","",""
"g2-to-too-two-0116","TO_TOO_TWO","📝 The coach placed a clipboard on the bench. Luca walked to the harbour after lunch. The writer left the punctuation exactly as shown.","to","58","60","","","","","",""
"g2-to-too-two-0267","TO_TOO_TWO","Before rehearsal, the group counted slowly. Luca wants Too make before tea. The teacher preserved the learner's original phrasing.","Too","55","58","","","","","",""
"g2-to-too-two-0352","TO_TOO_TWO","The caretaker unlocked the side entrance. The partial line “running to” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","to","68","70","","","","","",""
"g2-to-too-two-0188","TO_TOO_TWO","In the kitchen, a timer clicked twice. Nia wants a turn two. The class discussed why context mattered.","two","56","59","","","","","",""
"g2-to-too-two-0308","TO_TOO_TWO","In the kitchen, a timer clicked twice. Maybe Too ... because the next page is missing. The surrounding paragraph remained available for review.","Too","45","48","","","","","",""
"g2-to-too-two-0068","TO_TOO_TWO","In the kitchen, a timer clicked twice. Ari wants a badge too. The next page contained a different example.","too","57","60","","","","","",""
"g2-to-too-two-0288","TO_TOO_TWO","In the kitchen, a timer clicked twice. Iris wants a turn Two. A second reader interpreted the passage independently.","Two","57","60","","","","","",""
"g2-to-too-two-0261","TO_TOO_TWO","📝 At sunrise, the class checked its plan. Leo walked too the garden after lunch. The teacher preserved the learner's original phrasing.","too","54","57","","","","","",""
"g2-to-too-two-0069","TO_TOO_TWO","The youngest pupil reread the instructions. The tickets is too careful for this task. The next page contained a different example.","too","59","62","","","","","",""
"g2-to-too-two-0372","TO_TOO_TWO","The caretaker unlocked the side entrance. Ari wrote quickly the lights went out two the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","two","80","83","","","","","",""
"g2-to-too-two-0303","TO_TOO_TWO","The rain stopped before the gate opened. Maybe two ... because the next page is missing. The surrounding paragraph remained available for review.","two","47","50","","","","","",""
"g2-to-too-two-0065","TO_TOO_TWO","Leo has two books in the cupboard. The next page contained a different example.","two","8","11","","","","","",""
"g2-to-too-two-0384","TO_TOO_TWO","During art club, the tables stayed busy. In the unseen picture, the label beside the arrow might be two. The writer had not yet revised the response.","two","100","103","","","","","",""
"g2-to-too-two-0119","TO_TOO_TWO","A small crowd waited near the noticeboard. The shells is too brilliant for this task. The writer left the punctuation exactly as shown.","too","57","60","","","","","",""
"g2-to-too-two-0050","TO_TOO_TWO","By the window, three plants leaned toward the light. Ruby has Two bags in the cupboard. A partner checked the line once more.","Two","62","65","","","","","",""
"g2-to-too-two-0381","TO_TOO_TWO","At sunrise, the class checked its plan. In the unseen picture, the label beside the arrow might be two. The writer had not yet revised the response.","two","99","102","","","","","",""
"g2-to-too-two-0264","TO_TOO_TWO","During art club, the tables stayed busy. The sandwiches is two kind for this task. The teacher preserved the learner's original phrasing.","two","59","62","","","","","",""
"g2-to-too-two-0117","TO_TOO_TWO","Leo wants to write before tea. The writer left the punctuation exactly as shown.","to","10","12","","","","","",""
"g2-to-too-two-0309","TO_TOO_TWO","The youngest pupil reread the instructions. Maybe two ... because the next page is missing. The surrounding paragraph remained available for review.","two","50","53","","","","","",""
"g2-to-too-two-0148","TO_TOO_TWO","A margin note mentioned “Too” as a word form. In the kitchen, a timer clicked twice. Sam wants a sandwich Too. The sentence stood on its own in the draft.","Too","106","109","","","","","",""
"g2-to-too-two-0245","TO_TOO_TWO","A bell sounded across the empty yard. Ari has to cats in the cupboard. The author was describing a real event.","to","46","48","","","","","",""
"g2-to-too-two-0197","TO_TOO_TWO","Just before dusk, the clouds turned orange. Maya wants Too read before tea. The class discussed why context mattered.","Too","55","58","","","","","",""
"g2-to-too-two-0255","TO_TOO_TWO","Once the music ended, the hall became still. Noah has to bags in the cupboard. The author was describing a real event.","to","54","56","","","","","",""
"g2-to-too-two-0170","TO_TOO_TWO","By the window, three plants leaned toward the light. Noah has too books in the cupboard. A later paragraph changed the subject.","too","62","65","","","","","",""
"g2-to-too-two-0035","TO_TOO_TWO","Once the music ended, the hall became still. Ari has two cats in the cupboard. The detail mattered to the whole story.","two","53","56","","","","","",""
"g2-to-too-two-0180","TO_TOO_TWO","The final clue appeared beneath a blue card. Ruby has too helmets in the cupboard. A later paragraph changed the subject.","too","54","57","","","","","",""
"g2-to-too-two-0254","TO_TOO_TWO","The morning began with an unexpected puzzle. The pencils is two cold for this task. The author was describing a real event.","two","60","63","","","","","",""
"g2-to-too-two-0230","TO_TOO_TWO","By the window, three plants leaned toward the light. Maya has too coats in the cupboard. Weather and whether were discussed as an unrelated near-homophone pair.","too","62","65","","","","","",""
"g2-to-too-two-0353","TO_TOO_TWO","A robin landed beside the chalk line. The partial line “running too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","too","64","67","","","","","",""
"g2-to-too-two-0118","TO_TOO_TWO","The science group compared yesterday's notes. Iris wants a badge too. The writer left the punctuation exactly as shown.","too","65","68","","","","","",""
"g2-to-too-two-0235","TO_TOO_TWO","Once the music ended, the hall became still. Leo has to coats in the cupboard. Weather and whether were discussed as an unrelated near-homophone pair.","to","53","55","","","","","",""
"g2-to-too-two-0099","TO_TOO_TWO","A small crowd waited near the noticeboard. The hamster is Too awake for this task. Everyone understood the surrounding scene.","Too","58","61","","","","","",""
"g2-to-too-two-0047","TO_TOO_TWO","Before rehearsal, the group counted slowly. Zoe wants to help before tea. A partner checked the line once more.","to","54","56","","","","","",""
"g2-to-too-two-0375","TO_TOO_TWO","Once the music ended, the hall became still. Luca wrote quickly the lights went out two the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","two","84","87","","","","","",""
"g2-to-too-two-0400","TO_TOO_TWO","The final clue appeared beneath a blue card. In the unseen picture, the label beside the arrow might be to. The writer had not yet revised the response.","to","104","106","","","","","",""
"g2-to-too-two-0096","TO_TOO_TWO","The coach placed a clipboard on the bench. Nia walked to the school after lunch. Everyone understood the surrounding scene.","to","54","56","","","","","",""
"g2-to-too-two-0377","TO_TOO_TWO","📝 Omar wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","42","45","","","","","",""
"g2-to-too-two-0246","TO_TOO_TWO","The note arrived on a windy Tuesday. Ruby walked Two the garden after lunch. The author was describing a real event.","Two","49","52","","","","","",""
"g2-to-too-two-0186","TO_TOO_TWO","The note arrived on a windy Tuesday. Ari walked two the library after lunch. The class discussed why context mattered.","two","48","51","","","","","",""
"g2-to-too-two-0040","TO_TOO_TWO","The final clue appeared beneath a blue card. Iris has two bags in the cupboard. The detail mattered to the whole story.","two","54","57","","","","","",""
"g2-to-too-two-0349","TO_TOO_TWO","The youngest pupil reread the instructions. The partial line “running to” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","to","70","72","","","","","",""
"g2-to-too-two-0053","TO_TOO_TWO","A robin landed beside the chalk line. Maya wants a badge too. A partner checked the line once more.","too","57","60","","","","","",""
"g2-to-too-two-0177","TO_TOO_TWO","Just before dusk, the clouds turned orange. Iris wants too learn before tea. A later paragraph changed the subject.","too","55","58","","","","","",""
"g2-to-too-two-0243","TO_TOO_TWO","The rain stopped before the gate opened. Iris wants a ticket to. The author was describing a real event.","to","61","63","","","","","",""
"g2-to-too-two-0060","TO_TOO_TWO","The final clue appeared beneath a blue card. Esme has two books in the cupboard. A partner checked the line once more.","two","54","57","","","","","",""
"g2-to-too-two-0026","TO_TOO_TWO","Noah walked to the garden after lunch. The detail mattered to the whole story.","to","12","14","","","","","",""
"g2-to-too-two-0389","TO_TOO_TWO","The youngest pupil reread the instructions. In the unseen picture, the label beside the arrow might be too. The writer had not yet revised the response.","too","103","106","","","","","",""
"g2-to-too-two-0360","TO_TOO_TWO","The final clue appeared beneath a blue card. The partial line “running two” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","two","71","74","","","","","",""
"g2-to-too-two-0272","TO_TOO_TWO","The caretaker unlocked the side entrance. Ruby wants two find before tea. The teacher preserved the learner's original phrasing.","two","53","56","","","","","",""
"g2-to-too-two-0323","TO_TOO_TWO","The rain stopped before the gate opened. Esme copied “too” onto a vocabulary card. The short line came from an imperfect first draft.","too","54","57","","","","","",""
"g2-to-too-two-0399","TO_TOO_TWO","A small crowd waited near the noticeboard. In the unseen picture, the label beside the arrow might be Two. The writer had not yet revised the response.","Two","102","105","","","","","",""
"g2-to-too-two-0367","TO_TOO_TWO","Before rehearsal, the group counted slowly. Esme wrote quickly the lights went out to the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","to","83","85","","","","","",""
"g2-to-too-two-0194","TO_TOO_TWO","The morning began with an unexpected puzzle. The tickets is two fast for this task. The class discussed why context mattered.","two","60","63","","","","","",""
"g2-to-too-two-0322","TO_TOO_TWO","After lunch, everyone returned quietly. Omar copied “To” onto a vocabulary card. The short line came from an imperfect first draft.","To","53","55","","","","","",""
"g2-to-too-two-0110","TO_TOO_TWO","By the window, three plants leaned toward the light. Nia has two toys in the cupboard. The writer left the punctuation exactly as shown.","two","61","64","","","","","",""
"g2-to-too-two-0004","TO_TOO_TWO","During art club, the tables stayed busy. The bicycles is too friendly for this task. Nobody changed the original wording.","too","57","60","","","","","",""
"g2-to-too-two-0287","TO_TOO_TWO","Before rehearsal, the group counted slowly. Leo wants too write before tea. A second reader interpreted the passage independently.","too","54","57","","","","","",""
"g2-to-too-two-0025","TO_TOO_TWO","A bell sounded across the empty yard. Nia has two coats in the cupboard. The detail mattered to the whole story.","two","46","49","","","","","",""
"g2-to-too-two-0316","TO_TOO_TWO","The coach placed a clipboard on the bench. Maybe to ... because the next page is missing. The surrounding paragraph remained available for review.","to","49","51","","","","","",""
"g2-to-too-two-0141","TO_TOO_TWO","At sunrise, the class checked its plan. Sam walked To the museum after lunch. The sentence stood on its own in the draft.","To","51","53","","","","","",""
"g2-to-too-two-0363","TO_TOO_TWO","The rain stopped before the gate opened. Noah wrote quickly the lights went out two the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","two","80","83","","","","","",""
"g2-to-too-two-0336","TO_TOO_TWO","The coach placed a clipboard on the bench. Leo copied “Two” onto a vocabulary card. The short line came from an imperfect first draft.","Two","55","58","","","","","",""
"g2-to-too-two-0005","TO_TOO_TWO","A bell sounded across the empty yard. Luca has two toys in the cupboard. Nobody changed the original wording.","two","47","50","","","","","",""
"g2-to-too-two-0331","TO_TOO_TWO","After the long journey, nobody hurried. Luca copied “to” onto a vocabulary card. The short line came from an imperfect first draft.","to","53","55","","","","","",""
"g2-to-too-two-0298","TO_TOO_TWO","The science group compared yesterday's notes. Ruby wants a badge two. A second reader interpreted the passage independently.","two","65","68","","","","","",""
"g2-to-too-two-0278","TO_TOO_TWO","The science group compared yesterday's notes. Ari wants a sandwich two. The teacher preserved the learner's original phrasing.","two","67","70","","","","","",""
"g2-to-too-two-0140","TO_TOO_TWO","The final clue appeared beneath a blue card. Omar has two cats in the cupboard. No answer choices were visible.","two","54","57","","","","","",""
"g2-to-too-two-0102","TO_TOO_TWO","After lunch, everyone returned quietly. Ruby wants to find before tea. The writer left the punctuation exactly as shown.","to","51","53","","","","","",""
"g2-to-too-two-0335","TO_TOO_TWO","Once the music ended, the hall became still. Maya copied “too” onto a vocabulary card. The short line came from an imperfect first draft.","too","58","61","","","","","",""
"g2-to-too-two-0313","TO_TOO_TWO","A robin landed beside the chalk line. Maybe to ... because the next page is missing. The surrounding paragraph remained available for review.","to","44","46","","","","","",""
"g2-to-too-two-0014","TO_TOO_TWO","The morning began with an unexpected puzzle. The hamster is too wrong for this task. Nobody changed the original wording.","too","60","63","","","","","",""
"g2-to-too-two-0281","TO_TOO_TWO","At sunrise, the class checked its plan. Noah walked Too the harbour after lunch. A second reader interpreted the passage independently.","Too","52","55","","","","","",""
"g2-to-too-two-0207","TO_TOO_TWO","Before rehearsal, the group counted slowly. Sam wants too walk before tea. The notebook also contained two unrelated spelling slips.","too","54","57","","","","","",""
"g2-to-too-two-0146","TO_TOO_TWO","The note arrived on a windy Tuesday. Zoe walked to the library after lunch. The sentence stood on its own in the draft.","to","48","50","","","","","",""
