"case_id","family","source_text","focus_surface","start_utf16","end_utf16","classification","intended_alternative","supported_construction_status","ambiguity_or_exclusion_reason","confidence","rationale"
"g2-your-youre-0008","YOUR_YOURE","In the kitchen, a timer clicked twice. You're fast enough to explain the choice. Nobody changed the original wording.","You're","39","45","","","","","",""
"g2-your-youre-0016","YOUR_YOURE","The coach placed a clipboard on the bench. you're awake enough to explain the choice. Nobody changed the original wording.","you're","43","49","","","","","",""
"g2-your-youre-0356","YOUR_YOURE","The coach placed a clipboard on the bench. Without the missing ending, you’re running could introduce more than one structure. The focus occurrence was not copied from a heading.","you’re","71","77","","","","","",""
"g2-your-youre-0271","YOUR_YOURE","After the long journey, nobody hurried. you're sandwiches seems curious in this light. The teacher preserved the learner's original phrasing.","you're","40","46","","","","","",""
"g2-your-youre-0377","YOUR_YOURE","📝 Omar wrote quickly the lights went out your the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","your","42","46","","","","","",""
"g2-your-youre-0160","YOUR_YOURE","The final clue appeared beneath a blue card. your awake enough to explain the choice. The sentence stood on its own in the draft.","your","45","49","","","","","",""
"g2-your-youre-0089","YOUR_YOURE","The youngest pupil reread the instructions. your bag seems fast in this light. Everyone understood the surrounding scene.","your","44","48","","","","","",""
"g2-your-youre-0075","YOUR_YOURE","Once the music ended, the hall became still. your blanket seems careful in this light. The next page contained a different example.","your","45","49","","","","","",""
"g2-your-youre-0278","YOUR_YOURE","The science group compared yesterday's notes. your cold enough to explain the choice. The teacher preserved the learner's original phrasing.","your","46","50","","","","","",""
"g2-your-youre-0035","YOUR_YOURE","Once the music ended, the hall became still. your lantern seems tired in this light. The detail mattered to the whole story.","your","45","49","","","","","",""
"g2-your-youre-0167","YOUR_YOURE","Before rehearsal, the group counted slowly. you're shells seems nervous in this light. A later paragraph changed the subject.","you're","44","50","","","","","",""
"g2-your-youre-0170","YOUR_YOURE","By the window, three plants leaned toward the light. your right enough to explain the choice. A later paragraph changed the subject.","your","53","57","","","","","",""
"g2-your-youre-0140","YOUR_YOURE","The final clue appeared beneath a blue card. you're small enough to explain the choice. No answer choices were visible.","you're","45","51","","","","","",""
"g2-your-youre-0128","YOUR_YOURE","In the kitchen, a timer clicked twice. you're friendly enough to explain the choice. No answer choices were visible.","you're","39","45","","","","","",""
"g2-your-youre-0134","YOUR_YOURE","The morning began with an unexpected puzzle. You're cold enough to explain the choice. No answer choices were visible.","You're","45","51","","","","","",""
"g2-your-youre-0181","YOUR_YOURE","At sunrise, the class checked its plan. you're bag seems brilliant in this light. The class discussed why context mattered.","you're","40","46","","","","","",""
"g2-your-youre-0237","YOUR_YOURE","Just before dusk, the clouds turned orange. you're answer seems careful in this light. Weather and whether were discussed as an unrelated near-homophone pair.","you're","44","50","","","","","",""
"g2-your-youre-0268","YOUR_YOURE","In the kitchen, a timer clicked twice. your brilliant enough to explain the choice. The teacher preserved the learner's original phrasing.","your","39","43","","","","","",""
"g2-your-youre-0146","YOUR_YOURE","The note arrived on a windy Tuesday. you're wet enough to explain the choice. The sentence stood on its own in the draft.","you're","37","43","","","","","",""
"g2-your-youre-0177","YOUR_YOURE","Just before dusk, the clouds turned orange. you’re garden seems useful in this light. A later paragraph changed the subject.","you’re","44","50","","","","","",""
"g2-your-youre-0138","YOUR_YOURE","The science group compared yesterday's notes. you're happy enough to explain the choice. No answer choices were visible.","you're","46","52","","","","","",""
"g2-your-youre-0143","YOUR_YOURE","your tickets seems brilliant in this light. The sentence stood on its own in the draft.","your","0","4","","","","","",""
"g2-your-youre-0163","YOUR_YOURE","The rain stopped before the gate opened. you're project seems happy in this light. A later paragraph changed the subject.","you're","41","47","","","","","",""
"g2-your-youre-0093","YOUR_YOURE","A robin landed beside the chalk line. your answer seems right in this light. Everyone understood the surrounding scene.","your","38","42","","","","","",""
"g2-your-youre-0273","YOUR_YOURE","youʼre dog seems tired in this light. The teacher preserved the learner's original phrasing.","youʼre","0","6","","","","","",""
"g2-your-youre-0320","YOUR_YOURE","The final clue appeared beneath a blue card. Maybe you're ... because the next page is missing. The surrounding paragraph remained available for review.","you're","51","57","","","","","",""
"g2-your-youre-0071","YOUR_YOURE","After the long journey, nobody hurried. Your bicycles seems fragile in this light. The next page contained a different example.","Your","40","44","","","","","",""
"g2-your-youre-0292","YOUR_YOURE","The caretaker unlocked the side entrance. your delighted enough to explain the choice. A second reader interpreted the passage independently.","your","42","46","","","","","",""
"g2-your-youre-0144","YOUR_YOURE","During art club, the tables stayed busy. you’re heavy enough to explain the choice. The sentence stood on its own in the draft.","you’re","41","47","","","","","",""
"g2-your-youre-0282","YOUR_YOURE","After lunch, everyone returned quietly. your happy enough to explain the choice. A second reader interpreted the passage independently.","your","40","44","","","","","",""
"g2-your-youre-0147","YOUR_YOURE","Before rehearsal, the group counted slowly. your pencils seems fragile in this light. The sentence stood on its own in the draft.","your","44","48","","","","","",""
"g2-your-youre-0287","YOUR_YOURE","Before rehearsal, the group counted slowly. you’re tickets seems ready in this light. A second reader interpreted the passage independently.","you’re","44","50","","","","","",""
"g2-your-youre-0052","YOUR_YOURE","youʼre careful enough to explain the choice. A partner checked the line once more.","youʼre","0","6","","","","","",""
"g2-your-youre-0081","YOUR_YOURE","At sunrise, the class checked its plan. your tail seems brilliant in this light. Everyone understood the surrounding scene.","your","40","44","","","","","",""
"g2-your-youre-0054","YOUR_YOURE","The morning began with an unexpected puzzle. you're wet enough to explain the choice. A partner checked the line once more.","you're","45","51","","","","","",""
"g2-your-youre-0124","YOUR_YOURE","During art club, the tables stayed busy. you're brilliant enough to explain the choice. No answer choices were visible.","you're","41","47","","","","","",""
"g2-your-youre-0284","YOUR_YOURE","During art club, the tables stayed busy. your small enough to explain the choice. A second reader interpreted the passage independently.","your","41","45","","","","","",""
"g2-your-youre-0149","YOUR_YOURE","The youngest pupil reread the instructions. your teacher seems kind in this light. The sentence stood on its own in the draft.","your","44","48","","","","","",""
"g2-your-youre-0384","YOUR_YOURE","During art club, the tables stayed busy. In the unseen picture, the label beside the arrow might be you're. The writer had not yet revised the response.","you're","100","106","","","","","",""
"g2-your-youre-0276","YOUR_YOURE","The coach placed a clipboard on the bench. your wet enough to explain the choice. The teacher preserved the learner's original phrasing.","your","43","47","","","","","",""
"g2-your-youre-0079","YOUR_YOURE","A small crowd waited near the noticeboard. your lantern seems friendly in this light. The next page contained a different example.","your","43","47","","","","","",""
"g2-your-youre-0334","YOUR_YOURE","The morning began with an unexpected puzzle. Esme copied “you’re” onto a vocabulary card. The short line came from an imperfect first draft.","you’re","58","64","","","","","",""
"g2-your-youre-0064","YOUR_YOURE","During art club, the tables stayed busy. You're excited enough to explain the choice. The next page contained a different example.","You're","41","47","","","","","",""
"g2-your-youre-0137","YOUR_YOURE","Just before dusk, the clouds turned orange. your friend seems careful in this light. No answer choices were visible.","your","44","48","","","","","",""
"g2-your-youre-0002","YOUR_YOURE","After lunch, everyone returned quietly. you're wet enough to explain the choice. Nobody changed the original wording.","you're","40","46","","","","","",""
"g2-your-youre-0209","YOUR_YOURE","The youngest pupil reread the instructions. you're coat seems fragile in this light. The notebook also contained two unrelated spelling slips.","you're","44","50","","","","","",""
"g2-your-youre-0372","YOUR_YOURE","The caretaker unlocked the side entrance. Ari wrote quickly the lights went out you're the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","you're","80","86","","","","","",""
"g2-your-youre-0069","YOUR_YOURE","The youngest pupil reread the instructions. your toy seems heavy in this light. The next page contained a different example.","your","44","48","","","","","",""
"g2-your-youre-0217","YOUR_YOURE","Just before dusk, the clouds turned orange. you're garden seems friendly in this light. The notebook also contained two unrelated spelling slips.","you're","44","50","","","","","",""
"g2-your-youre-0112","YOUR_YOURE","The caretaker unlocked the side entrance. you're silent enough to explain the choice. The writer left the punctuation exactly as shown.","you're","42","48","","","","","",""
"g2-your-youre-0254","YOUR_YOURE","The morning began with an unexpected puzzle. your kind enough to explain the choice. The author was describing a real event.","your","45","49","","","","","",""
"g2-your-youre-0228","YOUR_YOURE","In the kitchen, a timer clicked twice. your ready enough to explain the choice. Weather and whether were discussed as an unrelated near-homophone pair.","your","39","43","","","","","",""
"g2-your-youre-0063","YOUR_YOURE","The rain stopped before the gate opened. your project seems happy in this light. The next page contained a different example.","your","41","45","","","","","",""
"g2-your-youre-0318","YOUR_YOURE","The science group compared yesterday's notes. Maybe youʼre ... because the next page is missing. The surrounding paragraph remained available for review.","youʼre","52","58","","","","","",""
"g2-your-youre-0087","YOUR_YOURE","📝 Before rehearsal, the group counted slowly. your tickets seems ready in this light. Everyone understood the surrounding scene.","your","47","51","","","","","",""
"g2-your-youre-0332","YOUR_YOURE","The caretaker unlocked the side entrance. Ruby copied “you're” onto a vocabulary card. The short line came from an imperfect first draft.","you're","55","61","","","","","",""
"g2-your-youre-0024","YOUR_YOURE","During art club, the tables stayed busy. you're wrong enough to explain the choice. The detail mattered to the whole story.","you're","41","47","","","","","",""
"g2-your-youre-0371","YOUR_YOURE","After the long journey, nobody hurried. Sam wrote quickly the lights went out Your the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","Your","78","82","","","","","",""
"g2-your-youre-0301","YOUR_YOURE","At sunrise, the class checked its plan. Maybe Your ... because the next page is missing. The surrounding paragraph remained available for review.","Your","46","50","","","","","",""
"g2-your-youre-0211","YOUR_YOURE","After the long journey, nobody hurried. You're shells seems kind in this light. The notebook also contained two unrelated spelling slips.","You're","40","46","","","","","",""
"g2-your-youre-0340","YOUR_YOURE","The final clue appeared beneath a blue card. Iris copied “you're” onto a vocabulary card. The short line came from an imperfect first draft.","you're","58","64","","","","","",""
"g2-your-youre-0101","YOUR_YOURE","At sunrise, the class checked its plan. your team seems happy in this light. The writer left the punctuation exactly as shown.","your","40","44","","","","","",""
"g2-your-youre-0198","YOUR_YOURE","The science group compared yesterday's notes. your wet enough to explain the choice. The class discussed why context mattered.","your","46","50","","","","","",""
"g2-your-youre-0376","YOUR_YOURE","The coach placed a clipboard on the bench. Ruby wrote quickly the lights went out you're the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","you're","82","88","","","","","",""
"g2-your-youre-0260","YOUR_YOURE","Your wrong enough to explain the choice. The author was describing a real event.","Your","0","4","","","","","",""
"g2-your-youre-0266","YOUR_YOURE","The note arrived on a windy Tuesday. your tired enough to explain the choice. The teacher preserved the learner's original phrasing.","your","37","41","","","","","",""
"g2-your-youre-0176","YOUR_YOURE","The coach placed a clipboard on the bench. Your ready enough to explain the choice. A later paragraph changed the subject.","Your","43","47","","","","","",""
"g2-your-youre-0288","YOUR_YOURE","In the kitchen, a timer clicked twice. Your heavy enough to explain the choice. A second reader interpreted the passage independently.","Your","39","43","","","","","",""
"g2-your-youre-0337","YOUR_YOURE","Just before dusk, the clouds turned orange. Sam copied “your” onto a vocabulary card. The short line came from an imperfect first draft.","your","56","60","","","","","",""
"g2-your-youre-0285","YOUR_YOURE","A bell sounded across the empty yard. you're bag seems enormous in this light. A second reader interpreted the passage independently.","you're","38","44","","","","","",""
"g2-your-youre-0224","YOUR_YOURE","During art club, the tables stayed busy. your wet enough to explain the choice. Weather and whether were discussed as an unrelated near-homophone pair.","your","41","45","","","","","",""
"g2-your-youre-0329","YOUR_YOURE","The youngest pupil reread the instructions. Iris copied “Your” onto a vocabulary card. The short line came from an imperfect first draft.","Your","57","61","","","","","",""
"g2-your-youre-0020","YOUR_YOURE","The final clue appeared beneath a blue card. you're happy enough to explain the choice. Nobody changed the original wording.","you're","45","51","","","","","",""
"g2-your-youre-0395","YOUR_YOURE","Once the music ended, the hall became still. In the unseen picture, the label beside the arrow might be your. The writer had not yet revised the response.","your","104","108","","","","","",""
"g2-your-youre-0355","YOUR_YOURE","Once the music ended, the hall became still. Without the missing ending, your running could introduce more than one structure. The focus occurrence was not copied from a heading.","your","73","77","","","","","",""
"g2-your-youre-0235","YOUR_YOURE","Once the music ended, the hall became still. you're rucksack seems tired in this light. Weather and whether were discussed as an unrelated near-homophone pair.","you're","45","51","","","","","",""
"g2-your-youre-0342","YOUR_YOURE","After lunch, everyone returned quietly. Without the missing ending, you're running could introduce more than one structure. The focus occurrence was not copied from a heading.","you're","68","74","","","","","",""
"g2-your-youre-0223","YOUR_YOURE","The rain stopped before the gate opened. you're lantern seems enormous in this light. Weather and whether were discussed as an unrelated near-homophone pair.","you're","41","47","","","","","",""
"g2-your-youre-0120","YOUR_YOURE","The final clue appeared beneath a blue card. Youʼre cold enough to explain the choice. The writer left the punctuation exactly as shown.","Youʼre","45","51","","","","","",""
"g2-your-youre-0073","YOUR_YOURE","A robin landed beside the chalk line. your garden seems tired in this light. The next page contained a different example.","your","38","42","","","","","",""
"g2-your-youre-0400","YOUR_YOURE","The final clue appeared beneath a blue card. In the unseen picture, the label beside the arrow might be you’re. The writer had not yet revised the response.","you’re","104","110","","","","","",""
"g2-your-youre-0246","YOUR_YOURE","The note arrived on a windy Tuesday. Your friendly enough to explain the choice. The author was describing a real event.","Your","37","41","","","","","",""
"g2-your-youre-0236","YOUR_YOURE","The coach placed a clipboard on the bench. your heavy enough to explain the choice. Weather and whether were discussed as an unrelated near-homophone pair.","your","43","47","","","","","",""
"g2-your-youre-0188","YOUR_YOURE","In the kitchen, a timer clicked twice. your kind enough to explain the choice. The class discussed why context mattered.","your","39","43","","","","","",""
"g2-your-youre-0396","YOUR_YOURE","The coach placed a clipboard on the bench. In the unseen picture, the label beside the arrow might be you're. The writer had not yet revised the response.","you're","102","108","","","","","",""
"g2-your-youre-0319","YOUR_YOURE","📝 A small crowd waited near the noticeboard. Maybe your ... because the next page is missing. The surrounding paragraph remained available for review.","your","52","56","","","","","",""
"g2-your-youre-0094","YOUR_YOURE","The morning began with an unexpected puzzle. you're awake enough to explain the choice. Everyone understood the surrounding scene.","you're","45","51","","","","","",""
"g2-your-youre-0157","YOUR_YOURE","Just before dusk, the clouds turned orange. you're coat seems silent in this light. The sentence stood on its own in the draft.","you're","44","50","","","","","",""
"g2-your-youre-0253","YOUR_YOURE","A robin landed beside the chalk line. You're toy seems awake in this light. The author was describing a real event.","You're","38","44","","","","","",""
"g2-your-youre-0105","YOUR_YOURE","A bell sounded across the empty yard. your book seems nervous in this light. The writer left the punctuation exactly as shown.","your","38","42","","","","","",""
"g2-your-youre-0015","YOUR_YOURE","Once the music ended, the hall became still. Your bicycles seems awake in this light. Nobody changed the original wording.","Your","45","49","","","","","",""
"g2-your-youre-0196","YOUR_YOURE","The coach placed a clipboard on the bench. your careful enough to explain the choice. The class discussed why context mattered.","your","43","47","","","","","",""
