word_key,display_word,age_band,complexity_band,dictation_sentence,dictation_target_token_index,audio_text,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at,review_notes,child_language_review,british_english_review,accessibility_review,final_decision
it_s_en_gb,it's,early_primary,low,The class practised the word it's.,5,The class practised the word it's.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
which_en_gb,which,early_primary,low,The class practised the word which.,5,The class practised the word which.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
she_en_gb,she,early_primary,low,The class practised the word she.,5,The class practised the word she.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
how_en_gb,how,early_primary,low,The class practised the word how.,5,The class practised the word how.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
some_en_gb,some,early_primary,low,The class practised the word some.,5,The class practised the word some.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
also_en_gb,also,early_primary,low,The class practised the word also.,5,The class practised the word also.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
other_en_gb,other,early_primary,medium,The class practised the word other.,5,The class practised the word other.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
our_en_gb,our,early_primary,low,The class practised the word our.,5,The class practised the word our.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
only_en_gb,only,early_primary,low,The class practised the word only.,5,The class practised the word only.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
into_en_gb,into,upper_primary,medium,The class practised the word into.,5,The class practised the word into.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
after_en_gb,after,early_primary,medium,The class practised the word after.,5,The class practised the word after.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
over_en_gb,over,early_primary,low,The class practised the word over.,5,The class practised the word over.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
think_en_gb,think,early_primary,low,The class practised the word think.,5,The class practised the word think.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
any_en_gb,any,early_primary,low,The class practised the word any.,5,The class practised the word any.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
well_en_gb,well,middle_primary,low,The class practised the word well.,5,The class practised the word well.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
very_en_gb,very,early_primary,low,The class practised the word very.,5,The class practised the word very.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
most_en_gb,most,early_primary,low,The class practised the word most.,5,The class practised the word most.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
here_en_gb,here,early_primary,low,The class practised the word here.,5,The class practised the word here.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
need_en_gb,need,early_primary,low,The class practised the word need.,5,The class practised the word need.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
why_en_gb,why,early_primary,low,The class practised the word why.,5,The class practised the word why.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
those_en_gb,those,early_primary,low,The class practised the word those.,5,The class practised the word those.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
you_re_en_gb,you're,early_primary,low,The class practised the word you're.,5,The class practised the word you're.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
while_en_gb,while,early_primary,low,The class practised the word while.,5,The class practised the word while.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
last_en_gb,last,upper_primary,low,The class practised the word last.,5,The class practised the word last.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
both_en_gb,both,early_primary,low,The class practised the word both.,5,The class practised the word both.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
come_en_gb,come,early_primary,low,The class practised the word come.,5,The class practised the word come.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
better_en_gb,better,early_primary,medium,The class practised the word better.,5,The class practised the word better.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
always_en_gb,always,early_primary,medium,The class practised the word always.,5,The class practised the word always.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
high_en_gb,high,middle_primary,low,The class practised the word high.,5,The class practised the word high.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
under_en_gb,under,early_primary,medium,The class practised the word under.,5,The class practised the word under.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
mr_en_gb,Mr,early_primary,low,The class practised the word Mr.,5,The class practised the word Mr.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
didn_t_en_gb,didn't,early_primary,medium,The class practised the word didn't.,5,The class practised the word didn't.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
feel_en_gb,feel,early_primary,low,The class practised the word feel.,5,The class practised the word feel.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
sure_en_gb,sure,early_primary,low,The class practised the word sure.,5,The class practised the word sure.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
might_en_gb,might,middle_primary,low,The class practised the word might.,5,The class practised the word might.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
name_en_gb,name,middle_primary,low,The class practised the word name.,5,The class practised the word name.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
he_s_en_gb,he's,early_primary,low,The class practised the word he's.,5,The class practised the word he's.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
thought_en_gb,thought,early_primary,medium,The class practised the word thought.,5,The class practised the word thought.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
done_en_gb,done,early_primary,low,The class practised the word done.,5,The class practised the word done.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
women_en_gb,women,early_primary,medium,The class practised the word women.,5,The class practised the word women.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
system_en_gb,system,early_primary,medium,The class practised the word system.,5,The class practised the word system.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
case_en_gb,case,middle_primary,low,The class practised the word case.,5,The class practised the word case.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
today_en_gb,today,early_primary,medium,The class practised the word today.,5,The class practised the word today.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
already_en_gb,already,early_primary,medium,The class practised the word already.,5,The class practised the word already.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
nothing_en_gb,nothing,early_primary,medium,The class practised the word nothing.,5,The class practised the word nothing.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
told_en_gb,told,early_primary,low,The class practised the word told.,5,The class practised the word told.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
doesn_t_en_gb,doesn't,early_primary,medium,The class practised the word doesn't.,5,The class practised the word doesn't.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
seen_en_gb,seen,early_primary,low,The class practised the word seen.,5,The class practised the word seen.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
water_en_gb,water,early_primary,medium,The class practised the word water.,5,The class practised the word water.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
call_en_gb,call,early_primary,low,The class practised the word call.,5,The class practised the word call.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
head_en_gb,head,middle_primary,low,The class practised the word head.,5,The class practised the word head.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
took_en_gb,took,early_primary,low,The class practised the word took.,5,The class practised the word took.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
white_en_gb,white,middle_primary,low,The class practised the word white.,5,The class practised the word white.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
believe_en_gb,believe,early_primary,medium,The class practised the word believe.,5,The class practised the word believe.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
side_en_gb,side,early_primary,low,The class practised the word side.,5,The class practised the word side.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
though_en_gb,though,early_primary,low,The class practised the word though.,5,The class practised the word though.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
actually_en_gb,actually,early_primary,high,The class practised the word actually.,5,The class practised the word actually.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
line_en_gb,line,middle_primary,low,The class practised the word line.,5,The class practised the word line.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
party_en_gb,party,early_primary,medium,The class practised the word party.,5,The class practised the word party.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
country_en_gb,country,early_primary,medium,The class practised the word country.,5,The class practised the word country.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
they_re_en_gb,they're,early_primary,medium,The class practised the word they're.,5,The class practised the word they're.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
five_en_gb,five,early_primary,low,The class practised the word five.,5,The class practised the word five.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
important_en_gb,important,early_primary,high,The class practised the word important.,5,The class practised the word important.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
i_ll_en_gb,I'll,early_primary,low,The class practised the word I'll.,5,The class practised the word I'll.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
young_en_gb,young,early_primary,low,The class practised the word young.,5,The class practised the word young.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
often_en_gb,often,early_primary,medium,The class practised the word often.,5,The class practised the word often.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
pay_en_gb,pay,early_primary,low,The class practised the word pay.,5,The class practised the word pay.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
room_en_gb,room,early_primary,low,The class practised the word room.,5,The class practised the word room.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
almost_en_gb,almost,early_primary,medium,The class practised the word almost.,5,The class practised the word almost.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
probably_en_gb,probably,early_primary,high,The class practised the word probably.,5,The class practised the word probably.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
understand_en_gb,understand,early_primary,high,The class practised the word understand.,5,The class practised the word understand.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
international_en_gb,international,middle_primary,high,The class practised the word international.,5,The class practised the word international.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
class_en_gb,class,early_primary,low,The class practised the word class.,5,The class practised the word class.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
ask_en_gb,ask,early_primary,low,The class practised the word ask.,5,The class practised the word ask.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
morning_en_gb,morning,early_primary,medium,The class practised the word morning.,5,The class practised the word morning.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
soon_en_gb,soon,early_primary,low,The class practised the word soon.,5,The class practised the word soon.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
age_en_gb,age,early_primary,low,The class practised the word age.,5,The class practised the word age.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
whether_en_gb,whether,early_primary,medium,The class practised the word whether.,5,The class practised the word whether.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
reason_en_gb,reason,early_primary,medium,The class practised the word reason.,5,The class practised the word reason.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
heart_en_gb,heart,early_primary,low,The class practised the word heart.,5,The class practised the word heart.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
although_en_gb,although,early_primary,medium,The class practised the word although.,5,The class practised the word although.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
easy_en_gb,easy,early_primary,medium,The class practised the word easy.,5,The class practised the word easy.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
art_en_gb,art,early_primary,low,The class practised the word art.,5,The class practised the word art.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
behind_en_gb,behind,early_primary,medium,The class practised the word behind.,5,The class practised the word behind.,ai_assisted_draft,Next Teaching Dictionary draft dictation,,internal,"Placeholder draft requiring semantic, child-language, accessibility and British-English review.",low,in_review,,,Replace generic placeholder with a contextual sentence before approval.,in_review,in_review,in_review,in_review
