word_key,raw_morpholex_segmentation,raw_morpholex_pos,morphology_parts,feature_keys,morphology_joins,transformation_notes,word_sum,analysis_status,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at,review_notes
it_s_en_gb,{(it)},,"[{""text"":""it"",""type"":""base""},{""text"":""'s"",""type"":""suffix""}]","[""BASE"",""SUFFIX"",""CONTRACTION""]","[""apostrophe""]",Use an apostrophe to mark omitted letters or possession.,it + 's → it's,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: contraction. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
which_en_gb,{(which)},,"[{""text"":""which"",""type"":""base""}]","[""BASE""]",[],,which,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
she_en_gb,{(she)},,"[{""text"":""she"",""type"":""base""}]","[""BASE""]",[],,she,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
how_en_gb,{(how)},,"[{""text"":""how"",""type"":""base""}]","[""BASE""]",[],,how,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
some_en_gb,{(some)},,"[{""text"":""some"",""type"":""base""}]","[""BASE""]",[],,some,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
also_en_gb,{(also)},,"[{""text"":""also"",""type"":""base""}]","[""BASE""]",[],,also,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
other_en_gb,{(other)},,"[{""text"":""other"",""type"":""base""}]","[""BASE""]",[],,other,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
our_en_gb,{(our)},,"[{""text"":""our"",""type"":""base""}]","[""BASE""]",[],,our,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
only_en_gb,{(only)},,"[{""text"":""only"",""type"":""base""}]","[""BASE""]",[],,only,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
into_en_gb,<in<{(to)},,"[{""text"":""in"",""type"":""base""},{""text"":""to"",""type"":""base""}]","[""BASE"",""COMPOUND""]","[""plus""]",,in + to → into,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted linguistic audit,2026-07-25,Expanded to a free-base analysis. A free base is used where a meaningful standalone English word supports the analysis; a bound root is used where the lexical core does not normally stand alone. MorphoLex was treated as candidate evidence rather than copied automatically.
after_en_gb,{(after)},,"[{""text"":""after"",""type"":""base""}]","[""BASE""]",[],,after,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
over_en_gb,{(over)},,"[{""text"":""over"",""type"":""base""}]","[""BASE""]",[],,over,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
think_en_gb,{(think)},,"[{""text"":""think"",""type"":""base""}]","[""BASE""]",[],,think,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
any_en_gb,{(any)},,"[{""text"":""any"",""type"":""base""}]","[""BASE""]",[],,any,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
well_en_gb,{(well)},,"[{""text"":""well"",""type"":""base""}]","[""BASE""]",[],,well,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
very_en_gb,{(very)},,"[{""text"":""very"",""type"":""base""}]","[""BASE""]",[],,very,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
most_en_gb,{(most)},,"[{""text"":""most"",""type"":""base""}]","[""BASE""]",[],,most,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
here_en_gb,{(here)},,"[{""text"":""here"",""type"":""base""}]","[""BASE""]",[],,here,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
need_en_gb,{(need)},,"[{""text"":""need"",""type"":""base""}]","[""BASE""]",[],,need,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
why_en_gb,{(why)},,"[{""text"":""why"",""type"":""base""}]","[""BASE""]",[],,why,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
those_en_gb,{(those)},,"[{""text"":""those"",""type"":""base""}]","[""BASE""]",[],,those,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
you_re_en_gb,{(you)},,"[{""text"":""you"",""type"":""base""},{""text"":""'re"",""type"":""suffix""}]","[""BASE"",""SUFFIX"",""CONTRACTION""]","[""apostrophe""]",Use an apostrophe to mark omitted letters or possession.,you + 're → you're,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: contraction. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
while_en_gb,{(while)},,"[{""text"":""while"",""type"":""base""}]","[""BASE""]",[],,while,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
last_en_gb,{(last)},,"[{""text"":""last"",""type"":""base""}]","[""BASE""]",[],,last,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
both_en_gb,{(both)},,"[{""text"":""both"",""type"":""base""}]","[""BASE""]",[],,both,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
come_en_gb,{(come)},,"[{""text"":""come"",""type"":""base""}]","[""BASE""]",[],,come,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
better_en_gb,{(better)},,"[{""text"":""better"",""type"":""base""}]","[""BASE""]",[],,better,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
always_en_gb,{(always)},,"[{""text"":""always"",""type"":""base""}]","[""BASE""]",[],,always,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
high_en_gb,{(high)},,"[{""text"":""high"",""type"":""base""}]","[""BASE""]",[],,high,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
under_en_gb,{(under)},,"[{""text"":""under"",""type"":""base""}]","[""BASE""]",[],,under,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
mr_en_gb,,,"[{""text"":""mr"",""type"":""base""}]","[""BASE""]",[],,mr,approved,internal_authored,No exact MorphoLex-en row,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
didn_t_en_gb,{(did)},,"[{""text"":""did"",""type"":""base""},{""text"":""n't"",""type"":""suffix""}]","[""BASE"",""SUFFIX"",""CONTRACTION""]","[""apostrophe""]",Use an apostrophe to mark omitted letters or possession.,did + n't → didn't,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: contraction. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
feel_en_gb,{(feel)},,"[{""text"":""feel"",""type"":""base""}]","[""BASE""]",[],,feel,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
sure_en_gb,{(sure)},,"[{""text"":""sure"",""type"":""base""}]","[""BASE""]",[],,sure,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
might_en_gb,{(might)},,"[{""text"":""might"",""type"":""base""}]","[""BASE""]",[],,might,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
name_en_gb,{(name)},,"[{""text"":""name"",""type"":""base""}]","[""BASE""]",[],,name,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
he_s_en_gb,{(he)},,"[{""text"":""he"",""type"":""base""},{""text"":""'s"",""type"":""suffix""}]","[""BASE"",""SUFFIX"",""CONTRACTION""]","[""apostrophe""]",Use an apostrophe to mark omitted letters or possession.,he + 's → he's,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: contraction. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
thought_en_gb,{(thought)},,"[{""text"":""thought"",""type"":""base""}]","[""BASE""]",[],,thought,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,"Re-evaluated child-facing analysis: this is an irregular inflected form, but its changed surface spelling does not contain a visible <ed> suffix. It is therefore retained as one whole form rather than shown as a false word sum."
done_en_gb,{(done)},,"[{""text"":""done"",""type"":""base""}]","[""BASE""]",[],,done,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,"Re-evaluated child-facing analysis: this is an irregular inflected form, but its changed surface spelling does not contain a visible <ed> suffix. It is therefore retained as one whole form rather than shown as a false word sum."
women_en_gb,{(women)},,"[{""text"":""woman"",""type"":""base""}]","[""BASE"",""IRREGULAR_INFLECTION""]",[],This is an irregular plural formed by an internal vowel change; there is no visible plural suffix.,woman → women,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted linguistic audit,2026-07-25,Corrected false plural suffix analysis. A free base is used where a meaningful standalone English word supports the analysis; a bound root is used where the lexical core does not normally stand alone. MorphoLex was treated as candidate evidence rather than copied automatically.
system_en_gb,{(system)},,"[{""text"":""system"",""type"":""base""}]","[""BASE""]",[],,system,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
case_en_gb,{(case)},,"[{""text"":""case"",""type"":""base""}]","[""BASE""]",[],,case,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
today_en_gb,{(to)(day)},,"[{""text"":""to"",""type"":""base""},{""text"":""day"",""type"":""base""}]","[""BASE"",""COMPOUND""]","[""plus""]",,to + day → today,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: explicit. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
already_en_gb,{(already)},,"[{""text"":""already"",""type"":""base""}]","[""BASE""]",[],,already,approved,open_licensed,MorphoLex-en,https://github.com/hugomailhot/MorphoLex-en,CC BY-NC-SA 4.0,MorphoLex used as linguistic evidence only; child-facing analysis was independently reviewed and is not an automatic copy of its segmentation.,high,approved_for_first_exposure,OpenAI-assisted review,2026-07-25,Child-facing analysis: base. Uncertain or historically opaque morphology is intentionally kept as one base. Source licensing must remain review-gated for commercial deployment.
