passage_id,source_text,authored_by,authorship_confirmed,source_group
v3-its-its-0054,Everyone admired the model for its careful design and tiny moving parts. The class carried on without any delay.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0055,"Everyone admired the model for its careful design and tiny moving parts. A few minutes later, the group moved on. Later, Millie checked the paintbrush before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0056,"The puppy pushed its paw against the music book while everyone watched. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0057,"George noticed that the robot had lost its small wheel near the whiteboard. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0058,"After lunch, the tortoise wagged its ear beside the trophy cabinet, and Oliver smiled. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0059,"Everyone admired the model for its careful design and tiny moving parts. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0060,"The school club put its new poster beside the teacher's desk, although the old one was still readable. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0061,"It's closed enough to use now, but Leo will check it once more. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0062,"It's bright enough to use now, but Oscar will check it once more. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0063,"It's cold enough to use now, but Sophie will check it once more. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0064,"Although it's early, the group decided to leave it where it was. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0065,"Although it's useful, the group decided to leave it where it was. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0066,"It's useful enough to use now, but Arthur will check it once more. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0067,"It's full enough to use now, but Ella will check it once more. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0068,"Although it's late, the group decided to leave it where it was. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0069,"If it's open tomorrow, we can use it during the lesson. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0070,"It's ready enough to use now, but Noah will check it once more. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0071,"If it's full tomorrow, we can use it during the lesson. Nobody noticed until the end of the lesson.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0072,"Although it's strange, the group decided to leave it where it was. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0073,"If it's strange tomorrow, we can use it during the lesson. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0074,The label says it's meant to sit beside the window. The class carried on without any delay.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0075,"It's bright enough to use now, but Isla will check it once more. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0076,"It's strange enough to use now, but Sophie will check it once more. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0077,"If it's early tomorrow, we can use it during the lesson. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0078,The label says it's supposed to stay closed. The teacher checked again before everyone left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0079,"The label says it's prepared to start automatically. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0080,"Although it's cold, the group decided to leave it where it was. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0081,"By the time we arrive, it's probably waiting by the door. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0082,"Although it's empty, the group decided to leave it where it was. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0083,"If it's useful tomorrow, we can use it during the lesson. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0084,"It's quiet enough to use now, but Henry will check it once more. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0085,"It's important enough to use now, but Poppy will check it once more. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0086,"Charlie thinks it's changing quickly, so everyone should wait a moment. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0087,"It's ready enough to use now, but James will check it once more. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0088,"Although it's easy, the group decided to leave it where it was. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0089,"It's bright enough to use now, but Millie will check it once more. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0090,"By the time we arrive, it's probably changing quickly. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0091,The label says it's scheduled to reopen at noon. The teacher checked again before everyone left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0092,"By the time we arrive, it's probably getting warmer. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0093,"It's early enough to use now, but Freya will check it once more. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0094,"Henry thinks it's raining again, so everyone should wait a moment. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0095,"It's safe enough to use now, but Grace will check it once more. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0096,"Although it's full, the group decided to leave it where it was. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0097,"Although it's strange, the group decided to leave it where it was. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0098,"Noah thinks it's getting dark outside, so everyone should wait a moment. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0099,"If it's late tomorrow, we can use it during the lesson. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0100,"By the time we arrive, it's probably getting dark outside. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0101,"It's early enough to use now, but Ella will check it once more. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0102,"By the time we arrive, it's probably changing quickly. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0103,"If it's empty tomorrow, we can use it during the lesson. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0104,"By the time we arrive, it's probably changing quickly. Nobody noticed until the end of the lesson.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0105,"By the time we arrive, it's probably starting to wobble. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0106,"By the time we arrive, it's probably changing quickly. Nobody noticed until the end of the lesson. Later, Henry checked the water bottle before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0107,"If it's safe tomorrow, we can use it during the lesson. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0108,The label says it's allowed to cool before use. No one needed to change the plan.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0109,"Although it's warm, the group decided to leave it where it was. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0110,"Ruby thinks it's getting dark outside, so everyone should wait a moment. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0111,"Because it's been repaired since yesterday, the group changed its plan for the afternoon. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0112,"It's been left outside overnight, so Jack can finally use it again. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0113,The monitor shows it's been left outside overnight. The teacher checked again before everyone left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0114,"Henry says it's just finished charging, although the teacher wants to inspect it too. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0115,"The monitor shows it's already started to rain. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0116,The monitor shows it's already been checked twice. No one needed to change the plan.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0117,"The monitor shows it's already been checked twice. No one needed to change the plan. Later, Rosie checked the water bottle before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0118,The monitor shows it's recently become much quieter. Nobody noticed until the end of the lesson.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0119,The monitor shows it's been moved to the other room. The class carried on without any delay.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0120,"Because it's recently become much quieter, the group changed its plan for the afternoon. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0121,The monitor shows it's already started to rain. That detail mattered when they tidied the room.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0122,"Finn says it's finally stopped making that noise, although the teacher wants to inspect it too. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0123,"Because it's recently become much quieter, the group changed its plan for the afternoon. That detail mattered when they tidied the room.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0124,"Because it's just finished charging, the group changed its plan for the afternoon. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0125,"It's already started to rain, so Alfie can finally use it again. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0126,"Because it's been moved to the other room, the group changed its plan for the afternoon. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0127,"Amelia says it's already started to rain, although the teacher wants to inspect it too. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0128,"The monitor shows it's finally stopped making that noise. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0129,"Because it's been left outside overnight, the group changed its plan for the afternoon. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0130,"Because it's already started to rain, the group changed its plan for the afternoon. By home time, everything had been put back in order.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0131,"Alfie says it's recently become much quieter, although the teacher wants to inspect it too. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0132,"Theo says it's been left outside overnight, although the teacher wants to inspect it too. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0133,"It's been left outside overnight, so Henry can finally use it again. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0134,"The monitor shows it's just finished charging. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0135,"Because it's just finished charging, the group changed its plan for the afternoon. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0136,"The monitor shows it's been moved to the other room. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0137,"The monitor shows it's recently become much quieter. Later, everyone laughed about how easy it was to miss.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0138,The monitor shows it's been repaired since yesterday. That detail mattered when they tidied the room.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0139,"Henry says it's already started to rain, although the teacher wants to inspect it too. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0140,"It's already started to rain, so Ruby can finally use it again. The class carried on without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0141,"Because it's just finished charging, the group changed its plan for the afternoon. The teacher checked again before everyone left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0142,"It's been left outside overnight, so Oscar can finally use it again. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0143,"The monitor shows it's recently become much quieter. A few minutes later, the group moved on.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0144,"Because it's been repaired since yesterday, the group changed its plan for the afternoon. No one needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-its-its-0145,"Because it's already started to rain, the group changed its plan for the afternoon. Nobody noticed until the end of the lesson.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
