passage_id,source_text,authored_by,authorship_confirmed,source_group
v3-to-too-two-0081,"Ivy packed a sandwich, and Freya brought one too. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0082,"The teacher checked the first table and then checked the second one too. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0083,"The teacher checked the first table and then checked the second one too. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0084,"Grace packed a sandwich, and Leo brought one too. The next activity began without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0085,"Evie packed a sandwich, and Amelia brought one too. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0086,"The blue team finished early, and the red team finished too. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0087,"They were excited about the trip, and we were excited too. By home time, the room was tidy again. Later, Finn checked the water bottle before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0088,"I would like to join the game too, if there is still enough room. Later, the group talked about what had happened. Later, Ivy checked the reading journal before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0089,"I would like to join the game too, if there is still enough room. The teacher checked everything before they left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0090,"The teacher checked the first table and then checked the second one too. By home time, the room was tidy again. Later, Mia checked the camera before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0091,"The path became too loud after the rain, so the class chose another route. Nobody needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0092,"The path became too early after the rain, so the class chose another route. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0093,"The box was too excited to carry safely, so Ella asked for help. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0094,"The music was too bright for the small room, and someone closed the door. The next activity began without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0095,"The instructions were too easy for the youngest group, so the teacher explained them again. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0096,"The box was too fast to carry safely, so Noah asked for help. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0097,"The instructions were too excited for the youngest group, so the teacher explained them again. Nobody needed to change the plan.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0098,"The music was too nervous for the small room, and someone closed the door. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0099,"The instructions were too nervous for the youngest group, so the teacher explained them again. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0100,"The path became too wet after the rain, so the class chose another route. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0101,"Millie spoke too carefully for everyone to hear clearly. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0102,"The box was too heavy to carry safely, so Rosie asked for help. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0103,"The box was too nervous to carry safely, so Sophie asked for help. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0104,"The instructions were too heavy for the youngest group, so the teacher explained them again. The children finished the rest of the task quietly.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0105,"The path became too fast after the rain, so the class chose another route. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0106,"The path became too excited after the rain, so the class chose another route. The next activity began without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0107,"The music was too difficult for the small room, and someone closed the door. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0108,Rosie spoke too loudly for everyone to hear clearly. The teacher checked everything before they left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0109,"The music was too tired for the small room, and someone closed the door. The next activity began without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0110,"The instructions were too small for the youngest group, so the teacher explained them again. The teacher checked everything before they left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0111,"The box was too slow to carry safely, so Henry asked for help. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0112,"The box was too early to carry safely, so Poppy asked for help. The children finished the rest of the task quietly.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0113,"Charlie was moving too roughly for the narrow corridor, so the teacher asked everyone to slow down. The teacher checked everything before they left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0114,"The box was too fast to carry safely, so James asked for help. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0115,"The music was too busy for the small room, and someone closed the door. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0116,"The box was too loud to carry safely, so Millie asked for help. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0117,Evie spoke too roughly for everyone to hear clearly. The teacher checked everything before they left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0118,"The path became too early after the rain, so the class chose another route. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0119,Ella spoke too loudly for everyone to hear clearly. Nobody needed to change the plan.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0120,"Freya was moving too carefully for the narrow corridor, so the teacher asked everyone to slow down. The teacher checked everything before they left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0121,"Before lunch, Leo counted two tickets beside the door. Everyone carried on as normal afterwards.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0122,"The group needed two more scarves before the activity could begin. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0123,"We bought two rackets for the project and kept the receipt. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0124,The group needed two more cups before the activity could begin. The children finished the rest of the task quietly.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0125,There were two chairs left on the table after everyone had packed away. Nobody needed to change the plan.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0126,The group needed two more helmets before the activity could begin. The children finished the rest of the task quietly.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0127,The teacher gave each pair two chairs to use during the activity. Everyone carried on as normal afterwards.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0128,"Isla carried two cups into the workshop, while the others carried the rest. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0129,The teacher gave each pair two biscuits to use during the activity. The children finished the rest of the task quietly.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0130,"Evie carried two chairs into the workshop, while the others carried the rest. The next activity began without any delay.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0131,We bought two tickets for the project and kept the receipt. Nobody needed to change the plan.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0132,"We bought two biscuits for the project and kept the receipt. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0133,"Because the room was busy, Ruby counted two bags beside the door. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0134,We bought two apples for the project and kept the receipt. The teacher checked everything before they left.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0135,"After the lesson, Ivy counted two helmets beside the door. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0136,"Theo carried two tickets into the science lab, while the others carried the rest. The children finished the rest of the task quietly.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0137,"Once the game ended, Charlie counted two tickets beside the door. The teacher checked everything before they left.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0138,"Because the room was busy, Ruby counted two maps beside the door. A few minutes later, everyone was ready.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0139,There were two maps left on the table after everyone had packed away. The next activity began without any delay.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0140,We bought two maps for the project and kept the receipt. The children finished the rest of the task quietly.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0141,The group needed two more rackets before the activity could begin. Everyone carried on as normal afterwards.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0142,"After the lesson, Freya counted two bottles beside the door. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0143,"The group needed two more rackets before the activity could begin. By home time, the room was tidy again.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0144,"When practice finished, Finn counted two tickets beside the door. Later, the group talked about what had happened.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0145,There were two helmets left on the table after everyone had packed away. The children finished the rest of the task quietly.,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
v3-to-too-two-0146,"The group needed two more cups before the activity could begin. The children finished the rest of the task quietly. Later, Rosie checked the camera before leaving.",Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED
