misspelling,correction,suggested_micro_skill_key,confidence,source,note,dialect,source_dataset,source_row_id,import_batch_name,pattern_hint,route_hint
becos,because,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to longer high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0011,common-misspellings-seed-v1,longer high-frequency tricky word,candidate_review
freind,friend,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0012,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
frend,friend,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0013,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
peple,people,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0014,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
peeple,people,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0015,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
bussy,busy,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0016,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
bild,build,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to common high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0017,common-misspellings-seed-v1,common high-frequency tricky word,candidate_review
sed,said,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to simple high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0019,common-misspellings-seed-v1,simple high-frequency tricky word,candidate_review
sayed,said,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to simple high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0020,common-misspellings-seed-v1,simple high-frequency tricky word,candidate_review
wunce,once,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to simple high-frequency tricky word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0021,common-misspellings-seed-v1,simple high-frequency tricky word,candidate_review
woud,would,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0022,common-misspellings-seed-v1,ould word,candidate_review
wuld,would,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0023,common-misspellings-seed-v1,ould word,candidate_review
shoud,should,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0024,common-misspellings-seed-v1,ould word,candidate_review
shuld,should,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0025,common-misspellings-seed-v1,ould word,candidate_review
coud,could,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0026,common-misspellings-seed-v1,ould word,candidate_review
culd,could,D4_IRRE_TRICKY_WORDS_OULD_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to ould word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0027,common-misspellings-seed-v1,ould word,candidate_review
dose,does,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to irregular function word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0028,common-misspellings-seed-v1,irregular function word,candidate_review
duz,does,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to irregular function word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0029,common-misspellings-seed-v1,irregular function word,candidate_review
wos,was,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to irregular function word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0030,common-misspellings-seed-v1,irregular function word,candidate_review
hav,have,D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ve; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0031,common-misspellings-seed-v1,final ve,candidate_review
haff,have,D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ve; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0032,common-misspellings-seed-v1,final ve,candidate_review
giv,give,D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ve; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0033,common-misspellings-seed-v1,final ve,candidate_review
liv,live,D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ve; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0034,common-misspellings-seed-v1,final ve,candidate_review
lov,love,D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ve; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0035,common-misspellings-seed-v1,final ve,candidate_review
lik,like,D4_PAT_SPLIT_DIGRAPHS_I_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph i-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0036,common-misspellings-seed-v1,split digraph i-e,candidate_review
bik,bike,D4_PAT_SPLIT_DIGRAPHS_I_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph i-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0037,common-misspellings-seed-v1,split digraph i-e,candidate_review
tim,time,D4_PAT_SPLIT_DIGRAPHS_I_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph i-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0038,common-misspellings-seed-v1,split digraph i-e,candidate_review
smil,smile,D4_PAT_SPLIT_DIGRAPHS_I_E,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph i-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0039,common-misspellings-seed-v1,split digraph i-e,candidate_review
mak,make,D4_PAT_SPLIT_DIGRAPHS_A_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph a-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0040,common-misspellings-seed-v1,split digraph a-e,candidate_review
cak,cake,D4_PAT_SPLIT_DIGRAPHS_A_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph a-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0041,common-misspellings-seed-v1,split digraph a-e,candidate_review
sam,same,D4_PAT_SPLIT_DIGRAPHS_A_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph a-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0042,common-misspellings-seed-v1,split digraph a-e,candidate_review
hom,home,D4_PAT_SPLIT_DIGRAPHS_O_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph o-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0043,common-misspellings-seed-v1,split digraph o-e,candidate_review
rop,rope,D4_PAT_SPLIT_DIGRAPHS_O_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph o-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0044,common-misspellings-seed-v1,split digraph o-e,candidate_review
ston,stone,D4_PAT_SPLIT_DIGRAPHS_O_E,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph o-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0045,common-misspellings-seed-v1,split digraph o-e,candidate_review
cub,cube,D4_PAT_SPLIT_DIGRAPHS_U_E,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph u-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0046,common-misspellings-seed-v1,split digraph u-e,candidate_review
tun,tune,D4_PAT_SPLIT_DIGRAPHS_U_E,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to split digraph u-e; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0047,common-misspellings-seed-v1,split digraph u-e,candidate_review
gras,grass,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ss after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0048,common-misspellings-seed-v1,final ss after short vowel,candidate_review
glas,glass,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ss after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0049,common-misspellings-seed-v1,final ss after short vowel,candidate_review
mis,miss,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ss after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0050,common-misspellings-seed-v1,final ss after short vowel,candidate_review
kis,kiss,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ss after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0051,common-misspellings-seed-v1,final ss after short vowel,candidate_review
buz,buzz,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final zz after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0052,common-misspellings-seed-v1,final zz after short vowel,candidate_review
hil,hill,D4_PAT_DOUBLING_PATTERNS_FLOSS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ll after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0053,common-misspellings-seed-v1,final ll after short vowel,candidate_review
clif,cliff,D4_PAT_DOUBLING_PATTERNS_FLOSS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final ff after short vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0054,common-misspellings-seed-v1,final ff after short vowel,candidate_review
rabit,rabbit,D4_PAT_DOUBLING_PATTERNS_MEDIAL_SHORT_VOWEL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial doubled consonant; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0055,common-misspellings-seed-v1,medial doubled consonant,candidate_review
hapy,happy,D4_PAT_DOUBLING_PATTERNS_MEDIAL_SHORT_VOWEL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial doubled consonant; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0056,common-misspellings-seed-v1,medial doubled consonant,candidate_review
leter,letter,D4_PAT_DOUBLING_PATTERNS_MEDIAL_SHORT_VOWEL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial doubled consonant; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0057,common-misspellings-seed-v1,medial doubled consonant,candidate_review
diner,dinner,D4_PAT_DOUBLING_PATTERNS_MEDIAL_SHORT_VOWEL,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial doubled consonant; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0058,common-misspellings-seed-v1,medial doubled consonant,candidate_review
litle,little,D4_PAT_DOUBLING_PATTERNS_COMMON_DOUBLE_LETTER_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to remembered double letter word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0060,common-misspellings-seed-v1,remembered double letter word,candidate_review
prity,pretty,D4_PAT_DOUBLING_PATTERNS_COMMON_DOUBLE_LETTER_WORDS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to remembered double letter word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0061,common-misspellings-seed-v1,remembered double letter word,candidate_review
sumner,summer,D4_PAT_DOUBLING_PATTERNS_COMMON_DOUBLE_LETTER_WORDS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to remembered double letter word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0062,common-misspellings-seed-v1,remembered double letter word,candidate_review
cary,carry,D4_PAT_DOUBLING_PATTERNS_COMMON_DOUBLE_LETTER_WORDS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to remembered double letter word; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0063,common-misspellings-seed-v1,remembered double letter word,candidate_review
nife,knife,D4_PAT_SILENT_LETTERS_KN,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent kn; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0064,common-misspellings-seed-v1,silent kn,candidate_review
nee,knee,D4_PAT_SILENT_LETTERS_KN,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent kn; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0065,common-misspellings-seed-v1,silent kn,candidate_review
nock,knock,D4_PAT_SILENT_LETTERS_KN,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent kn; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0066,common-misspellings-seed-v1,silent kn,candidate_review
rong,wrong,D4_PAT_SILENT_LETTERS_WR,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent wr; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0067,common-misspellings-seed-v1,silent wr,candidate_review
rist,wrist,D4_PAT_SILENT_LETTERS_WR,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent wr; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0068,common-misspellings-seed-v1,silent wr,candidate_review
lam,lamb,D4_PAT_SILENT_LETTERS_MB,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent mb; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0070,common-misspellings-seed-v1,silent mb,candidate_review
thum,thumb,D4_PAT_SILENT_LETTERS_MB,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent mb; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0071,common-misspellings-seed-v1,silent mb,candidate_review
clim,climb,D4_PAT_SILENT_LETTERS_MB,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent mb; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0072,common-misspellings-seed-v1,silent mb,candidate_review
dout,doubt,D4_PAT_SILENT_LETTERS_BT,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent b/t; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0073,common-misspellings-seed-v1,silent b/t,candidate_review
det,debt,D4_PAT_SILENT_LETTERS_BT,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to silent b/t; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0074,common-misspellings-seed-v1,silent b/t,candidate_review
famly,family,D4_SCHWA_MEDIAL_COMMON_WEAK_VOWELS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0075,common-misspellings-seed-v1,medial weak vowel,candidate_review
diffrent,different,D4_SCHWA_MEDIAL_COMMON_WEAK_VOWELS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0076,common-misspellings-seed-v1,medial weak vowel,candidate_review
seperate,separate,D4_SCHWA_MEDIAL_COMMON_WEAK_VOWELS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0077,common-misspellings-seed-v1,medial weak vowel,candidate_review
evry,every,D4_SCHWA_MEDIAL_COMMON_WEAK_VOWELS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to medial weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0078,common-misspellings-seed-v1,medial weak vowel,candidate_review
natral,natural,D4_SCHWA_MEDIAL_NATURAL_ACTUAL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to natural/actual weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0080,common-misspellings-seed-v1,natural/actual weak vowel,candidate_review
actul,actual,D4_SCHWA_MEDIAL_NATURAL_ACTUAL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to natural/actual weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0081,common-misspellings-seed-v1,natural/actual weak vowel,candidate_review
factul,factual,D4_SCHWA_MEDIAL_NATURAL_ACTUAL,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to natural/actual weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0082,common-misspellings-seed-v1,natural/actual weak vowel,candidate_review
rituel,ritual,D4_SCHWA_MEDIAL_NATURAL_ACTUAL,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to natural/actual weak vowel; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0083,common-misspellings-seed-v1,natural/actual weak vowel,candidate_review
teacha,teacher,D4_SCHWA_FINAL_ER_FINAL,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final unstressed er; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0084,common-misspellings-seed-v1,final unstressed er,candidate_review
docter,doctor,D4_SCHWA_FINAL_OR_FINAL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final unstressed or; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0085,common-misspellings-seed-v1,final unstressed or,candidate_review
grammer,grammar,D4_SCHWA_FINAL_AR_FINAL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final unstressed ar; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0086,common-misspellings-seed-v1,final unstressed ar,candidate_review
calender,calendar,D4_SCHWA_FINAL_AR_FINAL,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final unstressed ar; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0087,common-misspellings-seed-v1,final unstressed ar,candidate_review
sofer,sofa,D4_SCHWA_FINAL_A_FINAL,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to final unstressed a; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0088,common-misspellings-seed-v1,final unstressed a,candidate_review
happyness,happiness,D4_MOR_SUFFIXES_NESS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ness; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0089,common-misspellings-seed-v1,suffix ness,candidate_review
sadnes,sadness,D4_MOR_SUFFIXES_NESS,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ness; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0090,common-misspellings-seed-v1,suffix ness,candidate_review
carefull,careful,D4_MOR_SUFFIXES_FUL_LESS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ful; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0091,common-misspellings-seed-v1,suffix ful,candidate_review
usefull,useful,D4_MOR_SUFFIXES_FUL_LESS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ful; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0092,common-misspellings-seed-v1,suffix ful,candidate_review
arguement,argument,D4_MOR_SUFFIXES_MENT,medium,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ment; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0097,common-misspellings-seed-v1,suffix ment,candidate_review
famus,famous,D4_MOR_SUFFIXES_OUS,high,manual_common_misspellings_seed_v1,"Curated common misspelling seed; mapped to suffix ous; candidate evidence only, not learner evidence.",en-GB,manual_common_misspellings_seed_v1,common-seed-v1-0098,common-misspellings-seed-v1,suffix ous,candidate_review
