category_family_key,cluster_key,micro_skill_key,catalog_display_name,practice_route,is_active,is_assignable,content_authored_status,content_reviewed_status,content_activated_status,metadata_readiness_status,category_design_status,micro_skill_design_status,lesson_designed_status,intended_template_sequence,origin_theme_key,experience_profile_key,full_interactive_readiness,degraded_interactive_readiness,warm_shell_readiness,runtime_implemented_status,runtime_enabled_status,validation_complete_status,accessibility_status,owner_validation_status,child_validation_status,content_version,source_artifact_ref,category_pack_ref,proof_record_ref,notes
D4_HOM,D4_HOM_FUNCTION_WORD_HOMOPHONES,D4_HOM_FUNCTION_WORD_HOMOPHONES_THERE_THEIR_THEYRE,"Choose there, their, and they’re by meaning",word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_HOM,D4_HOM_FUNCTION_WORD_HOMOPHONES,D4_HOM_FUNCTION_WORD_HOMOPHONES_TO_TOO_TWO,"Choose to, too, and two by meaning",word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_HOM,D4_HOM_FUNCTION_WORD_HOMOPHONES,D4_HOM_FUNCTION_WORD_HOMOPHONES_WERE_WHERE_WEAR,"Choose were, where, and wear by meaning",word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_COMPARATIVE_SUPERLATIVE,D4_INF_COMPARATIVE_SUPERLATIVE_DOUBLE_FINAL_CONSONANT,Double the final consonant before -er and -est,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_COMPARATIVE_SUPERLATIVE,D4_INF_COMPARATIVE_SUPERLATIVE_DROP_E,Drop final e before -er and -est,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_COMPARATIVE_SUPERLATIVE,D4_INF_COMPARATIVE_SUPERLATIVE_REGULAR,Add -er and -est to regular adjectives,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_COMPARATIVE_SUPERLATIVE,D4_INF_COMPARATIVE_SUPERLATIVE_Y_TO_I,Change final y to i before -er and -est,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_ING_ENDINGS,D4_INF_ING_ENDINGS_DOUBLE_FINAL_CONSONANT,Double the final consonant before -ing,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_ING_ENDINGS,D4_INF_ING_ENDINGS_DROP_E,Drop final e before -ing,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_ING_ENDINGS,D4_INF_ING_ENDINGS_IE_TO_Y,Change final ie to y before -ing,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_ING_ENDINGS,D4_INF_ING_ENDINGS_REGULAR,Add -ing to regular base words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_IRREGULAR_INFLECTIONS,D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_COMPARISONS,Spell irregular comparison forms,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_IRREGULAR_INFLECTIONS,D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PAST,Spell irregular past-tense forms,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_IRREGULAR_INFLECTIONS,D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PLURALS,Spell irregular plural forms,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_IRREGULAR_INFLECTIONS,D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PRESENT,Spell irregular present-tense forms,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_DOUBLE_FINAL_CONSONANT,Double the final consonant before -ed,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_DROP_E,Drop final e before -ed,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_D_SOUND,Spell -ed when it sounds like /d/,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_ID_SOUND,Spell -ed when it sounds like /id/,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_REGULAR,Spell regular past tense with -ed,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_SOUND_VARIANTS,"Spell -ed for /t/, /d/, and /id/ sounds",word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_SPELLING_CHANGES,Apply spelling changes before -ed,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_T_SOUND,Spell -ed when it sounds like /t/,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PAST_TENSE_ED,D4_INF_PAST_TENSE_ED_Y_TO_I,Change final y to i before -ed,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PLURALS,D4_INF_PLURALS_ES,Spell plurals with -es after hissing sounds,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PLURALS,D4_INF_PLURALS_IES,Change final y to -ies in plurals,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PLURALS,D4_INF_PLURALS_S,Spell regular plurals with -s,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PLURALS,D4_INF_PLURALS_VES,Change final f or fe to -ves in plurals,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PRESENT_TENSE,D4_INF_PRESENT_TENSE_ES,Spell third-person present tense with -es,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PRESENT_TENSE,D4_INF_PRESENT_TENSE_S,Spell third-person present tense with -s,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_INF,D4_INF_PRESENT_TENSE,D4_INF_PRESENT_TENSE_Y_TO_IES,Change final y to -ies in present-tense verbs,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_IRRE,D4_IRRE_TRICKY_WORDS,D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,Spell common medium-difficulty tricky words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_IRRE,D4_IRRE_TRICKY_WORDS,D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,Spell longer high-frequency tricky words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_IRRE,D4_IRRE_TRICKY_WORDS,D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,Spell irregular function words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_IRRE,D4_IRRE_TRICKY_WORDS,D4_IRRE_TRICKY_WORDS_OULD_WORDS,Spell common ould words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_IRRE,D4_IRRE_TRICKY_WORDS,D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,Spell simple high-frequency tricky words,word_practice,TRUE,TRUE,unaudited_not_started,unaudited_not_started,unaudited_not_started,unaudited_not_started,not_started,not_started,not_started,,,,not_started,not_started,available_existing_runtime_fallback,not_started,not_started,not_started,not_started,not_started,not_started,,,,,In programme scope; category not audited in 7-UI-A.
D4_MOR,D4_MOR_BASE_WORDS,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,Preserve base words after prefixes,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_BASE_WORDS,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,Preserve base words before suffixes,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_BASE_WORDS,D4_MOR_BASE_WORDS_IDENTIFY_BASE,Identify the base word in a longer word,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_BASE_WORDS,D4_MOR_BASE_WORDS_PRESERVE_BASE,Preserve the base word spelling in longer words,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_COMPOUND_WORDS,D4_MOR_COMPOUND_WORDS_CLOSED_COMPOUNDS,Spell joined compound words,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_COMPOUND_WORDS,D4_MOR_COMPOUND_WORDS_SEPARATED_HYPHENATED,Spell separated and hyphenated compound words,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
D4_MOR,D4_MOR_PREFIXES,D4_MOR_PREFIXES_DIS_MIS,Spell words with dis- and mis-,word_practice,TRUE,TRUE,draft_authored,human_approved_2026_07_11,not_activated,candidate_source_generated_structural_validation_passed_human_approved,category_v1_semantic_candidate_generated,experience_manifest_candidate_present,draft_template_sequence_defined_candidate_schema_ready,MICRO_READ_ONLY_INTRO>LESSON_WORDS_INTRO>MOR_STRIP_BUILD>MOR_MEANING_MATCH>MOR_BUILD_WORD>CONTROLLED_SPELLING>DICTATION_NO_IMAGE,neutral,d4_mor_default_v1_candidate,content_ready_not_activated,planned,available_existing_runtime_fallback,not_started,not_started,structural_validation_passed_human_approved_not_activated,not_started,not_started,not_started,2026-07-10.v1,source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx; generated/d4-mor-category-v1/; review/d4-mor-human-review-pack/,docs/product/areas/d4-mor-ux-design-pack.md,7UI-PROOF-D4-MOR-HUMAN-REVIEW,7-UI-D human-approved category-v1 candidate; content_ready_not_activated; generated source is not runtime truth and not activated.
